"","time","bs","pv","npv","ue","spatial_ref","sfg_id","point_id","x","y"
"1",1987-09-12 23:53:22.72029,72,18,9,5,3577,1,1,904005,-3445545
"2",1987-09-12 23:53:22.72029,71,19,9,5,3577,2,2,904035,-3445545
"3",1987-09-12 23:53:22.72029,72,21,5,5,3577,3,3,904065,-3445545
"4",1987-09-12 23:53:22.72029,66,19,13,6,3577,4,4,904095,-3445545
"5",1987-09-12 23:53:22.72029,57,17,25,6,3577,5,5,904125,-3445545
"6",1987-09-12 23:53:22.72029,71,22,6,6,3577,6,6,903975,-3445575
"7",1987-09-12 23:53:22.72029,71,20,7,5,3577,7,7,904005,-3445575
"8",1987-09-12 23:53:22.72029,73,20,6,5,3577,8,8,904035,-3445575
"9",1987-09-12 23:53:22.72029,72,21,5,5,3577,9,9,904065,-3445575
"10",1987-09-12 23:53:22.72029,64,21,13,6,3577,10,10,904095,-3445575
"11",1987-09-12 23:53:22.72029,60,23,15,6,3577,11,11,904125,-3445575
"12",1987-09-12 23:53:22.72029,71,21,7,5,3577,12,12,903975,-3445605
"13",1987-09-12 23:53:22.72029,72,18,8,5,3577,13,13,904005,-3445605
"14",1987-09-12 23:53:22.72029,78,21,0,5,3577,14,14,904035,-3445605
"15",1987-09-12 23:53:22.72029,65,21,12,6,3577,15,15,904065,-3445605
"16",1987-09-12 23:53:22.72029,69,24,5,6,3577,16,16,904095,-3445605
"17",1987-09-12 23:53:22.72029,69,25,4,6,3577,17,17,904125,-3445605
"18",1987-09-12 23:53:22.72029,65,22,12,6,3577,18,18,903975,-3445635
"19",1987-09-12 23:53:22.72029,73,18,7,5,3577,19,19,904005,-3445635
"20",1987-09-12 23:53:22.72029,79,17,3,5,3577,20,20,904035,-3445635
"21",1987-09-12 23:53:22.72029,69,22,8,6,3577,21,21,904065,-3445635
"22",1987-09-12 23:53:22.72029,66,20,13,6,3577,22,22,904095,-3445635
"23",1987-09-12 23:53:22.72029,56,36,7,7,3577,23,23,903975,-3445665
"24",1987-09-12 23:53:22.72029,67,26,6,6,3577,24,24,904005,-3445665
"25",1987-09-12 23:53:22.72029,71,19,9,5,3577,25,25,904035,-3445665
