"","time","bs","pv","npv","ue","spatial_ref","sfg_id","point_id","x","y"
"1",1987-09-12 23:53:22.72029,46,21,32,8,3577,1,1,849255,-3498765
"2",1987-09-12 23:53:22.72029,43,20,36,8,3577,2,2,849255,-3498795
"3",1987-09-12 23:53:22.72029,39,20,40,8,3577,3,3,849285,-3498795
"4",1987-09-12 23:53:22.72029,39,20,40,9,3577,4,4,849315,-3498795
"5",1987-09-12 23:53:22.72029,37,19,43,9,3577,5,5,849345,-3498795
"6",1987-09-12 23:53:22.72029,36,17,46,9,3577,6,6,849375,-3498795
"7",1987-09-12 23:53:22.72029,38,21,40,9,3577,7,7,849255,-3498825
"8",1987-09-12 23:53:22.72029,42,16,41,8,3577,8,8,849285,-3498825
"9",1987-09-12 23:53:22.72029,45,17,37,8,3577,9,9,849315,-3498825
"10",1987-09-12 23:53:22.72029,43,18,37,9,3577,10,10,849345,-3498825
"11",1987-09-12 23:53:22.72029,40,18,41,9,3577,11,11,849375,-3498825
"12",1987-09-12 23:53:22.72029,46,15,37,8,3577,12,12,849225,-3498855
"13",1987-09-12 23:53:22.72029,38,21,40,9,3577,13,13,849255,-3498855
"14",1987-09-12 23:53:22.72029,37,19,43,9,3577,14,14,849285,-3498855
"15",1987-09-12 23:53:22.72029,40,15,43,9,3577,15,15,849315,-3498855
"16",1987-09-12 23:53:22.72029,37,17,45,9,3577,16,16,849345,-3498855
"17",1987-09-12 23:53:22.72029,38,15,46,8,3577,17,17,849375,-3498855
"18",1987-09-12 23:53:22.72029,43,14,41,8,3577,18,18,849225,-3498885
"19",1987-09-12 23:53:22.72029,38,19,42,9,3577,19,19,849255,-3498885
"20",1987-09-12 23:53:22.72029,36,20,42,9,3577,20,20,849285,-3498885
"21",1987-09-12 23:53:22.72029,39,17,43,9,3577,21,21,849315,-3498885
"22",1987-09-12 23:53:22.72029,38,17,43,9,3577,22,22,849345,-3498885
"23",1987-09-12 23:53:22.72029,43,15,41,8,3577,23,23,849375,-3498885
"24",1987-09-12 23:53:22.72029,42,18,38,8,3577,24,24,849255,-3498915
"25",1987-09-12 23:53:22.72029,40,18,42,9,3577,25,25,849285,-3498915
"26",1987-09-12 23:53:22.72029,44,14,41,8,3577,26,26,849315,-3498915
"27",1987-09-12 23:53:22.72029,39,16,44,8,3577,27,27,849345,-3498915
"28",1987-09-12 23:53:22.72029,41,15,43,8,3577,28,28,849375,-3498915
"29",1987-09-28 23:53:44.340672,43,22,34,8,3577,29,29,849255,-3498765
"30",1987-09-28 23:53:44.340672,41,23,34,8,3577,30,30,849255,-3498795
"31",1987-09-28 23:53:44.340672,44,24,31,8,3577,31,31,849285,-3498795
"32",1987-09-28 23:53:44.340672,42,22,35,8,3577,32,32,849315,-3498795
"33",1987-09-28 23:53:44.340672,42,23,34,8,3577,33,33,849345,-3498795
"34",1987-09-28 23:53:44.340672,41,22,36,8,3577,34,34,849375,-3498795
"35",1987-09-28 23:53:44.340672,43,22,33,8,3577,35,35,849255,-3498825
"36",1987-09-28 23:53:44.340672,36,23,40,8,3577,36,36,849285,-3498825
"37",1987-09-28 23:53:44.340672,50,16,32,7,3577,37,37,849315,-3498825
"38",1987-09-28 23:53:44.340672,42,18,39,8,3577,38,38,849345,-3498825
"39",1987-09-28 23:53:44.340672,41,17,40,8,3577,39,39,849375,-3498825
"40",1987-09-28 23:53:44.340672,45,19,34,8,3577,40,40,849225,-3498855
"41",1987-09-28 23:53:44.340672,38,21,39,9,3577,41,41,849255,-3498855
"42",1987-09-28 23:53:44.340672,37,24,38,9,3577,42,42,849285,-3498855
"43",1987-09-28 23:53:44.340672,43,17,39,8,3577,43,43,849315,-3498855
"44",1987-09-28 23:53:44.340672,36,22,41,8,3577,44,44,849345,-3498855
"45",1987-09-28 23:53:44.340672,45,17,37,8,3577,45,45,849375,-3498855
"46",1987-09-28 23:53:44.340672,48,18,32,7,3577,46,46,849225,-3498885
"47",1987-09-28 23:53:44.340672,40,20,38,8,3577,47,47,849255,-3498885
"48",1987-09-28 23:53:44.340672,36,23,40,9,3577,48,48,849285,-3498885
"49",1987-09-28 23:53:44.340672,41,18,40,8,3577,49,49,849315,-3498885
"50",1987-09-28 23:53:44.340672,42,16,41,8,3577,50,50,849345,-3498885
"51",1987-09-28 23:53:44.340672,45,13,41,8,3577,51,51,849375,-3498885
"52",1987-09-28 23:53:44.340672,46,19,34,8,3577,52,52,849255,-3498915
"53",1987-09-28 23:53:44.340672,39,20,40,8,3577,53,53,849285,-3498915
"54",1987-09-28 23:53:44.340672,44,15,40,8,3577,54,54,849315,-3498915
"55",1987-09-28 23:53:44.340672,43,17,38,8,3577,55,55,849345,-3498915
"56",1987-09-28 23:53:44.340672,43,18,38,8,3577,56,56,849375,-3498915
"85",1987-10-30 23:54:18.607685,52,7,39,7,3577,85,85,849255,-3498765
"86",1987-10-30 23:54:18.607685,55,9,34,7,3577,86,86,849255,-3498795
"87",1987-10-30 23:54:18.607685,51,8,40,7,3577,87,87,849285,-3498795
"88",1987-10-30 23:54:18.607685,50,6,43,7,3577,88,88,849315,-3498795
"89",1987-10-30 23:54:18.607685,51,8,39,7,3577,89,89,849345,-3498795
"90",1987-10-30 23:54:18.607685,53,9,37,7,3577,90,90,849375,-3498795
"91",1987-10-30 23:54:18.607685,51,7,40,7,3577,91,91,849255,-3498825
"92",1987-10-30 23:54:18.607685,51,8,40,7,3577,92,92,849285,-3498825
"93",1987-10-30 23:54:18.607685,60,9,30,7,3577,93,93,849315,-3498825
"94",1987-10-30 23:54:18.607685,50,5,44,7,3577,94,94,849345,-3498825
"95",1987-10-30 23:54:18.607685,52,6,40,7,3577,95,95,849375,-3498825
"96",1987-10-30 23:54:18.607685,54,8,37,7,3577,96,96,849225,-3498855
"97",1987-10-30 23:54:18.607685,48,8,43,8,3577,97,97,849255,-3498855
"98",1987-10-30 23:54:18.607685,48,9,42,8,3577,98,98,849285,-3498855
"99",1987-10-30 23:54:18.607685,51,7,40,7,3577,99,99,849315,-3498855
"100",1987-10-30 23:54:18.607685,49,5,45,7,3577,100,100,849345,-3498855
"101",1987-10-30 23:54:18.607685,51,7,40,7,3577,101,101,849375,-3498855
"102",1987-10-30 23:54:18.607685,53,4,41,7,3577,102,102,849225,-3498885
"103",1987-10-30 23:54:18.607685,48,5,46,8,3577,103,103,849255,-3498885
"104",1987-10-30 23:54:18.607685,52,6,40,8,3577,104,104,849285,-3498885
"105",1987-10-30 23:54:18.607685,50,8,41,7,3577,105,105,849315,-3498885
"106",1987-10-30 23:54:18.607685,51,8,40,7,3577,106,106,849345,-3498885
"107",1987-10-30 23:54:18.607685,53,7,38,7,3577,107,107,849375,-3498885
"108",1987-10-30 23:54:18.607685,48,8,43,7,3577,108,108,849255,-3498915
"109",1987-10-30 23:54:18.607685,50,7,42,8,3577,109,109,849285,-3498915
"110",1987-10-30 23:54:18.607685,54,6,38,7,3577,110,110,849315,-3498915
"111",1987-10-30 23:54:18.607685,55,6,37,7,3577,111,111,849345,-3498915
"112",1987-10-30 23:54:18.607685,54,6,39,7,3577,112,112,849375,-3498915
"124",1987-12-01 23:54:55.91276,29,2,68,17,3577,124,124,849225,-3498855
"125",1987-12-01 23:54:55.91276,45,0,54,16,3577,125,125,849255,-3498855
"130",1987-12-01 23:54:55.91276,46,0,53,17,3577,130,130,849225,-3498885
"131",1987-12-01 23:54:55.91276,40,0,59,18,3577,131,131,849255,-3498885
"132",1987-12-01 23:54:55.91276,41,0,59,17,3577,132,132,849285,-3498885
"136",1987-12-01 23:54:55.91276,39,3,57,16,3577,136,136,849255,-3498915
"137",1987-12-01 23:54:55.91276,34,6,59,13,3577,137,137,849285,-3498915
"148",1987-12-17 23:55:09.697726,0,0,98,2,3577,148,148,849285,-3498825
"153",1987-12-17 23:55:09.697726,0,1,97,2,3577,153,153,849255,-3498855
"154",1987-12-17 23:55:09.697726,0,1,96,2,3577,154,154,849285,-3498855
"155",1987-12-17 23:55:09.697726,0,4,94,2,3577,155,155,849315,-3498855
"159",1987-12-17 23:55:09.697726,0,0,98,2,3577,159,159,849255,-3498885
"160",1987-12-17 23:55:09.697726,0,4,94,2,3577,160,160,849285,-3498885
"161",1987-12-17 23:55:09.697726,0,4,94,2,3577,161,161,849315,-3498885
"162",1987-12-17 23:55:09.697726,0,2,96,2,3577,162,162,849345,-3498885
"165",1987-12-17 23:55:09.697726,0,3,95,2,3577,165,165,849285,-3498915
"166",1987-12-17 23:55:09.697726,0,1,97,2,3577,166,166,849315,-3498915
"169",1988-01-02 23:55:25.521009,50,5,44,7,3577,169,169,849255,-3498765
"170",1988-01-02 23:55:25.521009,46,5,48,7,3577,170,170,849255,-3498795
"171",1988-01-02 23:55:25.521009,48,4,47,7,3577,171,171,849285,-3498795
"172",1988-01-02 23:55:25.521009,50,3,45,7,3577,172,172,849315,-3498795
"173",1988-01-02 23:55:25.521009,48,4,46,7,3577,173,173,849345,-3498795
"174",1988-01-02 23:55:25.521009,47,5,47,7,3577,174,174,849375,-3498795
"175",1988-01-02 23:55:25.521009,47,5,47,7,3577,175,175,849255,-3498825
"176",1988-01-02 23:55:25.521009,48,5,46,7,3577,176,176,849285,-3498825
"177",1988-01-02 23:55:25.521009,57,6,35,7,3577,177,177,849315,-3498825
"178",1988-01-02 23:55:25.521009,45,5,49,7,3577,178,178,849345,-3498825
"179",1988-01-02 23:55:25.521009,47,7,45,7,3577,179,179,849375,-3498825
"180",1988-01-02 23:55:25.521009,48,6,45,7,3577,180,180,849225,-3498855
"181",1988-01-02 23:55:25.521009,48,4,47,7,3577,181,181,849255,-3498855
"182",1988-01-02 23:55:25.521009,47,6,46,7,3577,182,182,849285,-3498855
"183",1988-01-02 23:55:25.521009,50,7,41,7,3577,183,183,849315,-3498855
"184",1988-01-02 23:55:25.521009,46,7,46,8,3577,184,184,849345,-3498855
"185",1988-01-02 23:55:25.521009,48,7,44,7,3577,185,185,849375,-3498855
"186",1988-01-02 23:55:25.521009,52,5,41,7,3577,186,186,849225,-3498885
"187",1988-01-02 23:55:25.521009,44,6,48,8,3577,187,187,849255,-3498885
"188",1988-01-02 23:55:25.521009,42,7,49,8,3577,188,188,849285,-3498885
"189",1988-01-02 23:55:25.521009,46,8,45,8,3577,189,189,849315,-3498885
"190",1988-01-02 23:55:25.521009,51,7,41,7,3577,190,190,849345,-3498885
"191",1988-01-02 23:55:25.521009,51,6,41,7,3577,191,191,849375,-3498885
"192",1988-01-02 23:55:25.521009,46,6,46,7,3577,192,192,849255,-3498915
"193",1988-01-02 23:55:25.521009,46,7,45,8,3577,193,193,849285,-3498915
"194",1988-01-02 23:55:25.521009,48,5,45,7,3577,194,194,849315,-3498915
"195",1988-01-02 23:55:25.521009,50,5,43,7,3577,195,195,849345,-3498915
"196",1988-01-02 23:55:25.521009,52,6,41,7,3577,196,196,849375,-3498915
"197",1988-01-18 23:55:42.877238,65,8,26,6,3577,197,197,849255,-3498765
"198",1988-01-18 23:55:42.877238,64,8,27,6,3577,198,198,849255,-3498795
"199",1988-01-18 23:55:42.877238,60,7,31,7,3577,199,199,849285,-3498795
"200",1988-01-18 23:55:42.877238,62,10,26,7,3577,200,200,849315,-3498795
"201",1988-01-18 23:55:42.877238,60,9,30,7,3577,201,201,849345,-3498795
"202",1988-01-18 23:55:42.877238,61,9,29,7,3577,202,202,849375,-3498795
"203",1988-01-18 23:55:42.877238,61,8,30,7,3577,203,203,849255,-3498825
"204",1988-01-18 23:55:42.877238,60,8,31,7,3577,204,204,849285,-3498825
"205",1988-01-18 23:55:42.877238,67,9,23,6,3577,205,205,849315,-3498825
"206",1988-01-18 23:55:42.877238,61,7,30,7,3577,206,206,849345,-3498825
"207",1988-01-18 23:55:42.877238,59,7,32,7,3577,207,207,849375,-3498825
"208",1988-01-18 23:55:42.877238,64,8,26,7,3577,208,208,849225,-3498855
"209",1988-01-18 23:55:42.877238,60,7,32,7,3577,209,209,849255,-3498855
"210",1988-01-18 23:55:42.877238,57,8,33,7,3577,210,210,849285,-3498855
"211",1988-01-18 23:55:42.877238,63,9,26,7,3577,211,211,849315,-3498855
"212",1988-01-18 23:55:42.877238,63,9,27,7,3577,212,212,849345,-3498855
"213",1988-01-18 23:55:42.877238,59,7,32,7,3577,213,213,849375,-3498855
"214",1988-01-18 23:55:42.877238,62,6,30,7,3577,214,214,849225,-3498885
"215",1988-01-18 23:55:42.877238,59,8,31,7,3577,215,215,849255,-3498885
"216",1988-01-18 23:55:42.877238,58,8,33,7,3577,216,216,849285,-3498885
"217",1988-01-18 23:55:42.877238,62,9,27,7,3577,217,217,849315,-3498885
"218",1988-01-18 23:55:42.877238,64,10,25,7,3577,218,218,849345,-3498885
"219",1988-01-18 23:55:42.877238,61,9,28,7,3577,219,219,849375,-3498885
"220",1988-01-18 23:55:42.877238,62,9,27,7,3577,220,220,849255,-3498915
"221",1988-01-18 23:55:42.877238,56,10,32,7,3577,221,221,849285,-3498915
"222",1988-01-18 23:55:42.877238,61,10,28,7,3577,222,222,849315,-3498915
"223",1988-01-18 23:55:42.877238,62,9,28,7,3577,223,223,849345,-3498915
"224",1988-01-18 23:55:42.877238,66,9,23,7,3577,224,224,849375,-3498915
"225",1988-03-06 23:56:25.591304,62,3,33,7,3577,225,225,849255,-3498765
"226",1988-03-06 23:56:25.591304,59,3,37,7,3577,226,226,849255,-3498795
"227",1988-03-06 23:56:25.591304,56,2,40,7,3577,227,227,849285,-3498795
"228",1988-03-06 23:56:25.591304,56,5,38,7,3577,228,228,849315,-3498795
"229",1988-03-06 23:56:25.591304,55,3,41,7,3577,229,229,849345,-3498795
"230",1988-03-06 23:56:25.591304,61,3,35,7,3577,230,230,849375,-3498795
"231",1988-03-06 23:56:25.591304,55,4,39,7,3577,231,231,849255,-3498825
"232",1988-03-06 23:56:25.591304,55,5,39,7,3577,232,232,849285,-3498825
"233",1988-03-06 23:56:25.591304,63,6,30,7,3577,233,233,849315,-3498825
"234",1988-03-06 23:56:25.591304,58,5,35,7,3577,234,234,849345,-3498825
"235",1988-03-06 23:56:25.591304,62,5,32,7,3577,235,235,849375,-3498825
"236",1988-03-06 23:56:25.591304,62,6,31,7,3577,236,236,849225,-3498855
"237",1988-03-06 23:56:25.591304,54,3,41,7,3577,237,237,849255,-3498855
"238",1988-03-06 23:56:25.591304,58,3,37,7,3577,238,238,849285,-3498855
"239",1988-03-06 23:56:25.591304,58,7,33,7,3577,239,239,849315,-3498855
"240",1988-03-06 23:56:25.591304,60,5,34,7,3577,240,240,849345,-3498855
