"date","NDVI","pv","green_mean","green"
1987-09-02,56.3559226414542,58.9551282051282,NA,NA
1987-09-09,NA,NA,NA,NA
1987-09-18,55.5641912989191,58.0064102564103,NA,NA
1987-09-25,53.9249448582643,55.6794871794872,NA,NA
1987-10-04,22.2068591001885,NA,NA,NA
1987-10-11,55.1800471101884,57.1666666666667,NA,NA
1987-10-20,54.720546869134,59.0128205128205,NA,NA
1987-11-05,NA,NA,NA,NA
1987-11-12,53.7223738539575,56.7948717948718,NA,NA
1987-11-21,54.5788464984059,56.1794871794872,NA,NA
1987-11-28,NA,34.0897435897436,NA,NA
1987-12-07,53.2661733382482,54.9935897435897,NA,NA
1987-12-14,38.8994587813852,57.3660130718954,NA,NA
1987-12-23,53.4519540292977,68.3589743589744,NA,NA
1987-12-30,51.3548436913838,55.474358974359,NA,NA
1988-01-01,NA,NA,62.7586805555556,NA
1988-01-08,51.7882375914472,58.1923076923077,62.7586805555556,NA
1988-01-24,55.8430609139701,56.6474358974359,62.7586805555556,NA
1988-01-31,55.3017823899467,58.7564102564103,62.7586805555556,NA
1988-02-01,NA,NA,62.7586805555556,NA
1988-02-09,56.4595069194843,59.1602564102564,62.7586805555556,NA
1988-02-16,58.3866563042629,57.9551282051282,62.7586805555556,NA
1988-02-25,NA,NA,62.7586805555556,NA
1988-03-01,NA,NA,62.7586805555556,NA
1988-03-03,56.9068782008948,58.3205128205128,62.7586805555556,NA
1988-03-12,56.9345524898892,56.8397435897436,62.7586805555556,NA
1988-03-19,58.1370552118,63.0384615384615,62.7586805555556,NA
1988-03-28,54.793660422604,57.4038461538462,62.7586805555556,NA
1988-04-01,NA,NA,66.8804563492064,NA
1988-04-13,56.063774964358,62.8461538461538,66.8804563492064,NA
1988-04-20,NA,NA,66.8804563492064,NA
1988-05-01,NA,NA,66.8804563492064,NA
1988-05-06,NA,NA,66.8804563492064,NA
1988-05-15,NA,NA,66.8804563492064,NA
1988-05-31,56.4083199770859,62.9166666666667,66.8804563492064,NA
1988-06-01,NA,NA,66.8804563492064,NA
1988-06-07,57.8030382498622,64.8653846153846,66.8804563492064,NA
1988-06-16,NA,NA,66.8804563492064,NA
1988-06-23,58.728125887773,63.3012820512821,66.8804563492064,NA
1988-07-01,NA,NA,68.6440972222222,NA
1988-07-02,NA,NA,68.6440972222222,NA
1988-07-09,48.1663441863034,75.2948717948718,68.6440972222222,NA
1988-07-18,53.674758226472,55.1818181818182,68.6440972222222,NA
1988-07-25,57.7358376403524,60.4487179487179,68.6440972222222,NA
1988-08-01,NA,NA,68.6440972222222,NA
1988-08-03,NA,NA,68.6440972222222,NA
1988-08-10,57.9532565448216,59.0833333333333,68.6440972222222,NA
1988-08-26,NA,NA,68.6440972222222,NA
1988-09-01,NA,NA,68.6440972222222,NA
1988-09-04,NA,NA,68.6440972222222,NA
1988-09-11,53.4929317038569,63.8974358974359,68.6440972222222,NA
1988-09-20,54.280067673155,56.8589743589744,68.6440972222222,NA
1988-09-27,55.6109208847608,59.1217948717949,68.6440972222222,NA
1988-10-01,NA,NA,55.5255203171457,NA
1988-10-06,51.4368739901769,54.4935897435897,55.5255203171457,NA
1988-10-13,47.5503658708225,52.1025641025641,55.5255203171457,NA
1988-10-22,51.2479892027655,54.3846153846154,55.5255203171457,NA
1988-10-29,31.9657214509548,64.5068493150685,55.5255203171457,NA
1988-11-01,NA,NA,55.5255203171457,NA
1988-11-07,49.1632311369035,52.9871794871795,55.5255203171457,NA
1988-11-14,NA,NA,55.5255203171457,NA
1988-11-23,48.666951440518,53.2371794871795,55.5255203171457,NA
1988-11-30,48.4156677036824,51.8141025641026,55.5255203171457,NA
1988-12-01,NA,NA,55.5255203171457,NA
1988-12-09,NA,NA,55.5255203171457,NA
1988-12-16,38.6735924407637,NA,55.5255203171457,NA
1988-12-25,NA,NA,55.5255203171457,NA
1989-01-01,NA,NA,63.9938026772434,NA
1989-01-10,55.8965818292783,58.5192307692308,63.9938026772434,NA
1989-01-17,NA,NA,63.9938026772434,NA
1989-01-26,53.3472805688611,59.2307692307692,63.9938026772434,NA
