"date","NDVI","pv","green_mean","green"
1987-09-07,20.6792158255042,20.8333333333333,NA,NA
1987-09-23,20.5577175331706,19.8717948717949,NA,NA
1987-10-09,18.9333356812316,20.1730769230769,NA,NA
1987-10-25,18.5698299333844,19.9102564102564,NA,NA
1987-11-10,17.2615494853541,18.5897435897436,NA,NA
1987-11-26,NA,14.2115384615385,NA,NA
1987-12-28,NA,17.0384615384615,NA,NA
1988-01-01,NA,NA,NA,NA
1988-01-13,17.3980554759096,18.2435897435897,NA,NA
1988-01-29,NA,NA,NA,NA
1988-02-01,NA,NA,NA,NA
1988-02-14,NA,NA,NA,NA
1988-03-01,19.3638847611362,20.4935897435897,NA,NA
1988-03-17,NA,17.75,NA,NA
1988-04-01,NA,NA,17.1233512457255,NA
1988-04-02,18.6653071824099,20.1794871794872,17.1233512457255,NA
1988-04-18,19.2491244303011,18.6025641025641,17.1233512457255,NA
1988-05-01,NA,NA,17.1233512457255,NA
1988-05-20,18.652184395001,15.8782051282051,17.1233512457255,NA
1988-06-01,NA,NA,17.1233512457255,NA
1988-06-05,19.2450541203233,13.0448717948718,17.1233512457255,NA
1988-06-21,19.3257263767233,12.5064102564103,17.1233512457255,NA
1988-07-01,NA,NA,13.2568359375,NA
1988-07-07,19.4305527414885,12.8717948717949,13.2568359375,NA
1988-08-01,NA,NA,13.2568359375,NA
1988-08-08,14.7666294197914,12.5576923076923,13.2568359375,NA
1988-08-24,16.6860326188264,13.1987179487179,13.2568359375,NA
1988-09-01,NA,NA,13.2568359375,NA
1988-09-09,15.2364407869887,13.0384615384615,13.2568359375,NA
1988-09-25,14.2509436449098,13.2884615384615,13.2568359375,NA
1988-10-01,NA,NA,7.52550646814742,NA
1988-10-11,13.7660728752503,11.2307692307692,7.52550646814742,NA
1988-10-27,13.7546201976932,10.0897435897436,7.52550646814742,NA
1988-11-01,NA,NA,7.52550646814742,NA
1988-11-12,13.0136540171555,11.1602564102564,7.52550646814742,NA
1988-11-28,NA,9.48717948717949,7.52550646814742,NA
1988-12-01,NA,NA,7.52550646814742,NA
1988-12-14,14.5964388217556,13.5961538461538,7.52550646814742,NA
1988-12-30,16.3547042751791,17.8141025641026,7.52550646814742,NA
1989-01-01,NA,NA,14.207712960703,NA
1989-01-15,16.4059393371552,15.6025641025641,14.207712960703,NA
1989-02-01,NA,NA,14.207712960703,NA
1989-02-16,NA,NA,14.207712960703,NA
1989-03-01,NA,NA,14.207712960703,NA
1989-03-04,17.6051607234441,17.4871794871795,14.207712960703,NA
1989-03-20,NA,NA,14.207712960703,NA
1989-04-01,NA,NA,32.4299658369937,NA
1989-04-21,23.6159303012269,27.3269230769231,32.4299658369937,NA
1989-05-01,NA,NA,32.4299658369937,NA
1989-05-07,24.9886095834796,25.6987179487179,32.4299658369937,NA
1989-05-23,24.8608009127765,24.974358974359,32.4299658369937,NA
1989-06-01,NA,NA,32.4299658369937,NA
1989-06-08,25.8791534934046,24.5705128205128,32.4299658369937,NA
1989-06-24,25.424343214482,23.5897435897436,32.4299658369937,NA
1989-07-01,NA,NA,25.274169921875,NA
1989-07-10,22.8838338802932,22.3269230769231,25.274169921875,NA
1989-07-26,24.3122427360074,19.974358974359,25.274169921875,NA
1989-08-01,NA,NA,25.274169921875,NA
1989-08-11,20.7847462302203,20.2051282051282,25.274169921875,NA
1989-08-27,19.2127062731523,19.1410256410256,25.274169921875,NA
1989-09-01,NA,NA,25.274169921875,NA
1989-09-12,19.9316119707969,20.8461538461538,25.274169921875,NA
1989-09-28,18.5751983970384,17.4038461538462,25.274169921875,NA
1989-10-01,NA,NA,25.274169921875,NA
1989-10-14,NA,NA,25.274169921875,NA
1989-11-01,NA,NA,25.274169921875,NA
1989-11-15,15.7551989216072,14.5897435897436,25.274169921875,NA
1989-12-01,NA,NA,25.274169921875,NA
1989-12-17,18.4468202874823,18.7435897435897,25.274169921875,NA
1990-01-01,NA,NA,25.274169921875,NA
1990-01-02,NA,NA,25.274169921875,NA
1990-02-01,NA,NA,25.274169921875,NA
1990-02-03,18.6655318002229,17.6025641025641,25.274169921875,NA
1990-03-01,NA,NA,25.274169921875,NA
1990-04-01,NA,NA,10.4501953125,NA
1990-04-08,16.6567589450627,14.3782051282051,10.4501953125,NA
1990-04-24,17.4927743914282,11.4102564102564,10.4501953125,NA
1990-05-01,NA,NA,10.4501953125,NA
1990-05-10,17.1587982303672,12.224358974359,10.4501953125,NA
1990-05-26,19.3287540200424,8.39102564102564,10.4501953125,NA
1990-06-01,NA,NA,10.4501953125,NA
1990-06-11,16.4320118869553,10.2435897435897,10.4501953125,NA
1990-06-27,17.9199090360132,8.57692307692308,10.4501953125,NA
1990-07-01,NA,NA,6.6410635155096,NA
1990-07-13,14.2016842945552,8.62820512820513,6.6410635155096,NA
1990-07-29,14.9877361995273,8.96153846153846,6.6410635155096,NA
1990-08-01,NA,NA,6.6410635155096,NA
1990-08-14,14.983621702799,8.57051282051282,6.6410635155096,NA
1990-08-30,14.3232913803967,8.69230769230769,6.6410635155096,NA
1990-09-01,NA,NA,6.6410635155096,NA
1990-10-01,NA,NA,6.6410635155096,NA
1990-10-17,11.6147813435047,7.6474358974359,6.6410635155096,NA
1990-11-01,NA,NA,6.6410635155096,NA
1990-11-02,10.6922667056143,6.60897435897436,6.6410635155096,NA
1990-11-18,NA,NA,6.6410635155096,NA
1990-12-01,NA,NA,6.6410635155096,NA
1990-12-04,NA,4.01923076923077,6.6410635155096,NA
1990-12-20,11.3959940892324,7.80769230769231,6.6410635155096,NA
1991-01-01,NA,NA,6.6410635155096,NA
1991-01-21,NA,NA,6.6410635155096,NA
1991-02-01,NA,NA,6.6410635155096,NA
1991-02-06,NA,NA,6.6410635155096,NA
1991-03-01,NA,NA,6.6410635155096,NA
1991-03-10,29.7907247362711,37.2692307692308,6.6410635155096,NA
1991-03-26,27.4792679022533,32.9487179487179,6.6410635155096,NA
1991-04-01,NA,NA,37.571916971917,NA
1991-04-11,26.4982049948392,30.9294871794872,37.571916971917,NA
1991-04-27,25.9107280759949,27.3525641025641,37.571916971917,NA
1991-05-01,NA,NA,37.571916971917,NA
1991-05-13,25.6570527826697,24.7564102564103,37.571916971917,NA
1991-05-29,25.3977881854126,25.0192307692308,37.571916971917,NA
1991-06-01,NA,NA,37.571916971917,NA
1991-06-14,24.9369369874962,22.0769230769231,37.571916971917,NA
1991-06-30,20.4186450017035,20.5192307692308,37.571916971917,NA
1991-07-01,NA,NA,26.2081602736379,NA
1991-07-16,26.2100823478777,19.5897435897436,26.2081602736379,NA
1991-08-01,NA,NA,26.2081602736379,NA
1991-09-01,NA,NA,26.2081602736379,NA
1991-09-02,18.8821472569904,18.6217948717949,26.2081602736379,NA
1991-09-18,18.7797863750536,18.5705128205128,26.2081602736379,NA
1991-10-01,NA,NA,16.0117244748412,NA
1991-10-04,17.9272000675111,17.3910256410256,16.0117244748412,NA
1991-10-20,17.0382207074427,15.4230769230769,16.0117244748412,NA
1991-11-01,NA,NA,16.0117244748412,NA
1991-11-05,NA,NA,16.0117244748412,NA
1991-11-21,15.8261805825029,15.8439716312057,16.0117244748412,NA
1991-12-01,NA,NA,16.0117244748412,NA
1991-12-07,15.4447278363368,17.0961538461538,16.0117244748412,NA
1991-12-23,16.1178311887179,17.1474358974359,16.0117244748412,NA
1992-01-01,NA,NA,16.0178266178266,NA
1992-01-08,NA,20.0448717948718,16.0178266178266,NA
1992-01-24,16.1602987187402,16.1474358974359,16.0178266178266,NA
1992-02-01,NA,NA,16.0178266178266,NA
1992-02-09,NA,NA,16.0178266178266,NA
1992-02-25,NA,NA,16.0178266178266,NA
1992-03-01,NA,NA,16.0178266178266,NA
1992-03-28,16.7820511290062,16.4230769230769,16.0178266178266,NA
1992-04-01,NA,NA,11.9570102589155,NA
1992-04-13,NA,NA,11.9570102589155,NA
1992-05-01,NA,NA,11.9570102589155,NA
1992-05-15,16.0093652848157,12.974358974359,11.9570102589155,NA
1992-05-31,17.7451138983609,12.5833333333333,11.9570102589155,NA
1992-06-01,NA,NA,11.9570102589155,NA
1992-06-16,17.393268240668,9.92948717948718,11.9570102589155,NA
1992-07-01,NA,NA,9.30083088954057,NA
1992-07-02,17.9564101719229,10.4102564102564,9.30083088954057,NA
1992-07-18,17.2051576058177,10.4166666666667,9.30083088954057,NA
1992-08-01,NA,NA,9.30083088954057,NA
1992-08-03,16.3135648789451,10.3589743589744,9.30083088954057,NA
1992-08-19,NA,NA,9.30083088954057,NA
1992-09-01,NA,NA,9.30083088954057,NA
1992-09-04,12.808644937978,9.13461538461539,9.30083088954057,NA
1992-09-20,12.843651178806,9.14102564102564,9.30083088954057,NA
1992-10-01,NA,NA,3.09358288770053,NA
1992-11-01,NA,NA,3.09358288770053,NA
1992-11-07,13.1721427610916,7.73717948717949,3.09358288770053,NA
1992-11-23,11.0385910867418,8.00641025641026,3.09358288770053,NA
1992-12-01,NA,NA,3.09358288770053,NA
1992-12-09,13.8319322178515,NA,3.09358288770053,NA
1993-01-01,NA,NA,11.9285017081503,NA
1993-01-10,15.2127971637746,14.2628205128205,11.9285017081503,NA
1993-02-01,NA,NA,11.9285017081503,NA
1993-02-11,NA,12.4679487179487,11.9285017081503,NA
1993-02-27,22.8113827142465,28.0064102564103,11.9285017081503,NA
1993-03-01,NA,NA,11.9285017081503,NA
1993-03-15,25.6779867198514,30.5128205128205,11.9285017081503,NA
1993-03-31,26.2283505092395,31.5833333333333,11.9285017081503,NA
1993-04-01,NA,NA,11.9285017081503,NA
1993-05-01,NA,NA,11.9285017081503,NA
1993-06-01,NA,NA,11.9285017081503,NA
1993-06-03,22.4837125893228,21.224358974359,11.9285017081503,NA
1993-06-19,23.3893917984153,20.6346153846154,11.9285017081503,NA
1993-07-01,NA,NA,22.495968727095,NA
1993-07-05,22.8610348870288,18.974358974359,22.495968727095,NA
1993-07-21,21.0725730471695,17.474358974359,22.495968727095,NA
1993-08-01,NA,NA,22.495968727095,NA
1993-08-06,21.6656392278619,17.9358974358974,22.495968727095,NA
1993-08-22,18.8163783621436,18.1346153846154,22.495968727095,NA
1993-09-01,NA,NA,22.495968727095,NA
1993-09-07,18.496060748674,17.5064102564103,22.495968727095,NA
1993-09-23,17.1469572590739,14.75,22.495968727095,NA
1993-10-01,NA,NA,14.7890339425587,NA
1993-10-25,17.0918282678159,15.224358974359,14.7890339425587,NA
1993-11-01,NA,NA,14.7890339425587,NA
1993-12-01,NA,NA,14.7890339425587,NA
1993-12-12,18.4917580842013,20.7692307692308,14.7890339425587,NA
1993-12-28,19.5797449305224,23.7564102564103,14.7890339425587,NA
1994-01-01,NA,NA,21.3465298142718,NA
1994-01-13,17.3611966454464,17.8397435897436,21.3465298142718,NA
1994-01-29,NA,NA,21.3465298142718,NA
1994-02-01,NA,NA,21.3465298142718,NA
1994-02-14,10.5042475268654,13.8828125,21.3465298142718,NA
1994-03-01,NA,NA,21.3465298142718,NA
1994-03-02,NA,21.8444444444444,21.3465298142718,NA
1994-04-01,NA,NA,17.9836345872008,NA
1994-04-03,20.0359579353727,22.6217948717949,17.9836345872008,NA
1994-04-19,20.602380568666,19.4807692307692,17.9836345872008,NA
1994-05-01,NA,NA,17.9836345872008,NA
1994-05-05,18.4786377183813,17.1346153846154,17.9836345872008,NA
1994-05-21,21.5194299327334,16.1410256410256,17.9836345872008,NA
1994-06-01,NA,NA,17.9836345872008,NA
1994-06-22,19.1336832102709,15.1217948717949,17.9836345872008,NA
1994-07-01,NA,NA,12.303689225507,NA
1994-07-08,20.9078118579199,16.2820512820513,12.303689225507,NA
1994-07-24,20.8783819009799,13.7564102564103,12.303689225507,NA
1994-08-01,NA,NA,12.303689225507,NA
1994-08-09,19.6091785550153,13.1730769230769,12.303689225507,NA
1994-08-25,17.7162803940872,14.1153846153846,12.303689225507,NA
1994-09-01,NA,NA,12.303689225507,NA
1994-09-10,17.1765974567012,11.3461538461538,12.303689225507,NA
1994-09-26,16.1553096353606,12.7307692307692,12.303689225507,NA
1994-10-01,NA,NA,8.70942928039702,NA
1994-10-28,14.9302082759632,11.2564102564103,8.70942928039702,NA
1994-11-01,NA,NA,8.70942928039702,NA
1994-11-13,13.5099139934248,11,8.70942928039702,NA
1994-11-29,NA,10.875,8.70942928039702,NA
1994-12-01,NA,NA,8.70942928039702,NA
1994-12-15,5.71212450528303,NA,8.70942928039702,NA
1994-12-31,15.3072067578832,15.3076923076923,8.70942928039702,NA
1995-01-01,NA,NA,8.70942928039702,NA
1995-02-01,22.0210787945856,27.6282051282051,8.70942928039702,NA
1995-03-01,NA,NA,8.70942928039702,NA
1995-03-05,NA,30.1089743589744,8.70942928039702,NA
1995-03-21,28.4412054566542,35.2051282051282,8.70942928039702,NA
1995-04-01,NA,NA,32.6182217879824,NA
1995-04-06,NA,30.7096774193548,32.6182217879824,NA
1995-04-22,25.5555817215675,26.474358974359,32.6182217879824,NA
1995-05-01,NA,NA,32.6182217879824,NA
1995-05-08,NA,NA,32.6182217879824,NA
1995-05-24,24.070504871255,23.3653846153846,32.6182217879824,NA
1995-06-01,NA,NA,32.6182217879824,NA
1995-06-09,23.9577910834819,21.5961538461538,32.6182217879824,NA
1995-07-01,NA,NA,21.3052503052503,NA
1995-07-11,25.7607840086809,20.2115384615385,21.3052503052503,NA
1995-08-01,NA,NA,21.3052503052503,NA
1995-08-12,22.3632942687513,18.6794871794872,21.3052503052503,NA
1995-08-28,20.7532252985195,20.1858974358974,21.3052503052503,NA
1995-09-01,NA,NA,21.3052503052503,NA
1995-10-01,NA,NA,21.3052503052503,NA
1995-10-30,16.6244337694089,11.6410256410256,21.3052503052503,NA
1995-11-01,NA,NA,21.3052503052503,NA
1995-11-15,NA,NA,21.3052503052503,NA
1995-12-01,NA,13.0576923076923,21.3052503052503,NA
1995-12-18,9.05991919113394,6.69291338582677,21.3052503052503,NA
1996-01-01,NA,NA,21.3052503052503,NA
1996-02-01,NA,NA,21.3052503052503,NA
1996-02-04,19.3089946265964,21.0641025641026,21.3052503052503,NA
1996-02-20,NA,19.3910256410256,21.3052503052503,NA
1996-03-01,NA,NA,21.3052503052503,NA
1996-03-23,25.9831575733525,29.3525641025641,21.3052503052503,NA
1996-04-01,NA,NA,21.3052503052503,NA
1996-04-24,25.0784642812295,25.2179487179487,21.3052503052503,NA
1996-05-01,NA,NA,21.3052503052503,NA
1996-06-01,NA,NA,21.3052503052503,NA
1996-06-11,24.1216460829719,21.3269230769231,21.3052503052503,NA
1996-06-27,23.765478385767,20.4935897435897,21.3052503052503,NA
1996-07-01,NA,NA,22.8021978021978,NA
1996-07-13,23.4052831693327,17.6923076923077,22.8021978021978,NA
1996-07-29,23.258110454768,16.775641025641,22.8021978021978,NA
1996-08-01,NA,NA,22.8021978021978,NA
1996-08-14,21.4100122566537,20.4166666666667,22.8021978021978,NA
1996-08-30,21.64883982152,19.0192307692308,22.8021978021978,NA
1996-09-01,NA,NA,22.8021978021978,NA
1996-10-01,NA,NA,22.8021978021978,NA
1996-11-01,NA,NA,22.8021978021978,NA
1996-11-02,16.3174851018274,14.8269230769231,22.8021978021978,NA
1996-11-18,NA,13.3258426966292,22.8021978021978,NA
1996-12-01,NA,NA,22.8021978021978,NA
1996-12-04,NA,NA,22.8021978021978,NA
1996-12-20,21.9892404304404,21.7692307692308,22.8021978021978,NA
1997-01-01,NA,NA,22.8021978021978,NA
1997-01-05,NA,NA,22.8021978021978,NA
1997-01-21,NA,NA,22.8021978021978,NA
1997-02-01,NA,NA,22.8021978021978,NA
1997-02-06,NA,NA,22.8021978021978,NA
1997-02-22,19.5847748220047,26.7113402061856,22.8021978021978,NA
1997-03-01,NA,NA,22.8021978021978,NA
1997-03-10,NA,NA,22.8021978021978,NA
1997-04-01,NA,NA,22.8021978021978,NA
1997-04-11,22.8384730452128,24.6858974358974,22.8021978021978,NA
1997-04-27,23.483060586144,25.0512820512821,22.8021978021978,NA
1997-05-01,NA,NA,22.8021978021978,NA
1997-06-01,NA,NA,22.8021978021978,NA
1997-06-14,NA,NA,22.8021978021978,NA
1997-06-30,23.7885566444171,19.6410256410256,22.8021978021978,NA
1997-07-01,NA,NA,17.0880917520742,NA
1997-07-16,21.6920361136534,19.0641025641026,17.0880917520742,NA
1997-08-01,20.9712380067268,17.8205128205128,17.0880917520742,NA
1997-08-17,20.1118317318581,19.2307692307692,17.0880917520742,NA
1997-09-01,NA,NA,17.0880917520742,NA
1997-09-02,17.4194244049729,16.3141025641026,17.0880917520742,NA
1997-09-18,18.8256842529102,17.1602564102564,17.0880917520742,NA
1997-10-01,NA,NA,14.6840679635558,NA
1997-11-01,NA,NA,14.6840679635558,NA
1997-11-05,17.3099149389999,15.0384615384615,14.6840679635558,NA
1997-12-01,NA,NA,14.6840679635558,NA
1997-12-07,14.2214881288994,14.1089743589744,14.6840679635558,NA
1998-01-01,NA,NA,28.3223443223443,NA
1998-01-08,20.8891573424708,25.5448717948718,28.3223443223443,NA
