time,Unnamed: 0,x,y,bs,pv,npv,ue,spatial_ref,pv_filter,npv_filter,bs_filter,month,year,dayofyear,pv_lag,npv_lag,bs_lag,pv_change,npv_change,bs_change,photoperiod,photoperiod_gradient,days_since_fire,mean_pv_drop_after_fire,precip,precip_cv,precip_sum,precip_rolling,tmax,tmax_cv,tmax_sum,tmax_rolling,tmin,tmin_cv,tmin_sum,tmin_rolling,vapourpres_h09,vapourpres_h09_cv,vapourpres_h09_sum,vapourpres_h09_rolling,vapourpres_h15,vapourpres_h15_cv,vapourpres_h15_sum,vapourpres_h15_rolling,VPD,precip_30,precip_90,precip_180,precip_365,precip_730,precip_1095,precip_1460
1987-09-02,1.0,226099.95412844,6646545.0,0.706422018348624,58.5779816513761,39.5596330275229,23.8165137614679,28356.0,59.58279975098244,37.71369207396512,1.4650922911693622,9.0,1987.0,245.0,,,,,,,11.484635833043614,,-100.0,-100.0,8.50390625,0.8992630438810243,276.2001953125,,15.57110595703125,0.1974493916641479,182.2890625,,1.01336669921875,0.5094325945057662,72.04302978515625,,5.34307861328125,0.2867832618463763,76.04852294921875,,5.21368408203125,0.31850746784859024,69.97564697265625,,0.6835382754042161,205.1640625,113.20703125,185.75390625,,,,
1987-09-18,2.5,226095.0,6646545.0,3.24793388429752,57.574380165289256,37.6446280991736,22.00413223140495,28356.0,57.48485926087288,38.93866962261268,2.154126208830823,9.0,1987.0,261.0,,,,,,,11.957695459274191,0.47305962623057773,-100.0,-100.0,4.4287109375,0.8992630438810243,276.2001953125,,21.34075927734375,0.1974493916641479,182.2890625,,5.5618896484375,0.5094325945057662,72.04302978515625,,7.75714111328125,0.2867832618463763,76.04852294921875,,6.387939453125,0.31850746784859024,69.97564697265625,,1.0126047560097509,50.3408203125,267.837890625,164.8720703125,,,,
1987-10-04,4.0,226095.0,6646545.0,2.59504132231405,57.6859504132231,38.3140495867769,21.9669421487603,28356.0,56.30744034202119,39.15371331287737,3.0475897880003666,10.0,1987.0,277.0,,,,-0.4460156190765012,-0.622791720372998,0.944309651982713,12.443122804107277,0.48542734483308614,-100.0,-100.0,81.16015625,0.8992630438810243,276.2001953125,,19.2984619140625,0.1974493916641479,182.2890625,,6.9779052734375,0.5094325945057662,72.04302978515625,,8.188720703125,0.2867832618463763,76.04852294921875,,7.36895751953125,0.31850746784859024,69.97564697265625,,0.838380612583127,12.9326171875,256.4453125,157.1806640625,,,,
1987-10-20,5.0,226095.0,6646545.0,5.61157024793388,59.1157024793388,33.4876033057851,22.8181818181818,28356.0,55.81741696058922,38.766408955338534,3.9281661008588555,10.0,1987.0,293.0,,,,0.7706611570247723,-2.0785123966942507,1.18181818181818,12.922876011085425,0.47975320697814716,-100.0,-100.0,22.41015625,0.8992630438810243,276.2001953125,,22.62774658203125,0.1974493916641479,182.2890625,,9.54437255859375,0.5094325945057662,72.04302978515625,,10.4652099609375,0.2867832618463763,76.04852294921875,,9.85565185546875,0.31850746784859024,69.97564697265625,,0.9485589915652912,85.5888671875,256.005859375,164.833984375,,,,
1987-11-05,6.0,226095.0,6646545.0,4.6198347107438,57.2644628099174,36.4380165289256,22.5371900826446,28356.0,55.81327574934093,38.10726149263037,4.631475504774145,11.0,1987.0,309.0,,,,-0.21074380165284978,-0.938016528925651,1.012396694214875,13.372097402516497,0.4492213914310721,-100.0,-100.0,34.091796875,0.8992630438810243,276.2001953125,,21.892333984375,0.1974493916641479,182.2890625,,10.95135498046875,0.5094325945057662,72.04302978515625,,10.74542236328125,0.2867832618463763,76.04852294921875,,10.6612548828125,0.31850746784859024,69.97564697265625,,0.8928649529117496,98.61328125,196.0419921875,175.9384765625,,,,
1987-11-21,7.5,226095.0,6646545.0,2.05785123966942,45.44628099173555,52.21487603305785,13.7314049586777,28356.0,56.1251160076424,37.42969499944194,5.04607564230108,11.0,1987.0,325.0,59.58279975098244,37.71369207396512,1.4650922911693622,-6.834710743801626,9.363636363636374,-1.77685950413223,13.752401104993726,0.3803037024772298,-100.0,-100.0,80.5380859375,0.8992630438810243,276.2001953125,,24.08538818359375,0.1974493916641479,182.2890625,,8.7667236328125,0.5094325945057662,72.04302978515625,,7.72357177734375,0.2867832618463763,76.04852294921875,,6.370849609375,0.31850746784859024,69.97564697265625,,1.355486670178489,40.119140625,142.40234375,289.6357421875,,,,
1987-12-07,9.5,226115.0,6646567.5,5.0867768595041305,56.6900826446281,36.4504132231405,21.991735537190102,28356.0,56.6146497014618,36.91005268251721,5.113461441181494,12.0,1987.0,341.0,57.48485926087288,38.93866962261268,2.154126208830823,-0.2871900826446492,0.00619834710744982,0.23347107438016534,14.012144474132404,0.25974336913867724,-100.0,-100.0,7.7353515625,0.8992630438810243,276.2001953125,,29.7503662109375,0.1974493916641479,182.2890625,,14.14300537109375,0.5094325945057662,72.04302978515625,,12.1859130859375,0.2867832618463763,76.04852294921875,,11.08160400390625,0.31850746784859024,69.97564697265625,,1.728402579800434,113.4052734375,109.2236328125,326.5810546875,,,,
1987-12-23,11.5,226095.0,6646545.0,4.475206611570245,62.60330578512399,31.247933884297503,19.7809917355372,28356.0,57.1752014633609,36.64759688064952,4.828065114343486,12.0,1987.0,357.0,56.30744034202119,39.15371331287737,3.0475897880003666,8.578512396694222,-10.483471074380173,1.2086776859504125,14.101612052213687,0.08946757808128325,-100.0,-100.0,37.33203125,0.8992630438810243,276.2001953125,,27.722900390625,0.1974493916641479,182.2890625,,15.08441162109375,0.5094325945057662,72.04302978515625,,13.63946533203125,0.2867832618463763,76.04852294921875,,13.03570556640625,0.31850746784859024,69.97564697265625,,1.3770450573977253,82.9443359375,147.419921875,267.4794921875,,,,
1988-01-08,13.0,226095.0,6646545.0,6.7603305785124,58.8842975206612,32.9173553719008,20.9421487603306,28356.0,58.050591131090265,36.20751496223153,4.340949358893087,1.0,1988.0,8.0,55.81741696058922,38.766408955338534,3.9281661008588555,1.0971074380165504,-1.766528925619852,0.8367768595041349,13.996022041058048,-0.10559001115563937,-100.0,-100.0,84.642578125,0.925681376911619,1162.43359375,,29.6170654296875,0.28746953266897446,477.07342529296875,,15.8873291015625,0.5514158929726239,195.03070068359375,,13.9783935546875,0.2383649216434453,221.53582763671875,,13.355224609375,0.24747314889675975,214.3514404296875,,1.6046863602569075,45.0673828125,210.900390625,276.677734375,361.4365234375,,,
1988-01-24,14.5,226095.0,6646545.0,3.8099173553718986,58.053719008264494,36.79338842975205,22.43388429752065,28356.0,58.92263051165688,36.12874314785593,3.4915946830242417,1.0,1988.0,24.0,55.81327574934093,38.10726149263037,4.631475504774145,-2.2747933884297495,2.7727272727272734,-0.3326446280991733,13.721820196272994,-0.27420184478505405,-100.0,-100.0,56.3291015625,0.925681376911619,1162.43359375,150.5947265625,25.8587646484375,0.28746953266897446,477.07342529296875,100.73040771484375,13.0284423828125,0.5514158929726239,195.03070068359375,34.04888916015625,11.1314697265625,0.2383649216434453,221.53582763671875,42.49957275390625,11.58514404296875,0.24747314889675975,214.3514404296875,39.48748779296875,1.2756922442262661,111.5146484375,134.5830078125,360.7158203125,331.9306640625,,,
1988-02-09,16.5,226096.17391304352,6646546.04347826,1.9279554437657205,58.87531440891125,37.873374056773244,22.74419690980955,28356.0,59.672981381562906,35.77521588132329,2.9983802027193605,2.0,1988.0,40.0,56.1251160076424,37.42969499944194,5.04607564230108,-0.004491555874974296,2.4780093424362235,-2.41618756737334,13.329234415094596,-0.39258578117839704,-100.0,-100.0,54.884765625,0.925681376911619,1162.43359375,222.62890625,25.1585693359375,0.28746953266897446,477.07342529296875,109.24468994140625,10.7076416015625,0.5514158929726239,195.03070068359375,41.80224609375,10.1455078125,0.2383649216434453,221.53582763671875,44.88006591796875,9.2760009765625,0.24747314889675975,214.3514404296875,40.6446533203125,1.2665760560687311,140.9716796875,155.73828125,297.8359375,383.9423828125,,,
1988-02-25,18.0,226095.0,6646545.0,1.79338842975207,58.5123966942149,37.9752066115703,22.900826446281,28356.0,59.49398546914466,36.68017613545982,2.2732982722120667,2.0,1988.0,56.0,56.6146497014618,36.91005268251721,5.113461441181494,0.2293388429752028,0.5909090909091255,-1.0082644628099144,12.869814379143682,-0.45942003595091485,-100.0,-100.0,1.4189453125,0.925681376911619,1162.43359375,225.935546875,27.33831787109375,0.28746953266897446,477.07342529296875,117.654296875,12.7618408203125,0.5514158929726239,195.03070068359375,50.38336181640625,11.18408203125,0.2383649216434453,221.53582763671875,49.308837890625,10.0760498046875,0.24747314889675975,214.3514404296875,45.33831787109375,1.4869425535499725,89.802734375,226.330078125,177.876953125,495.9521484375,,,
1988-03-12,19.5,226097.47706422,6646545.550458714,1.662104784289941,59.859352490711956,37.0668739100766,23.2070664948063,28356.0,58.56167382719947,37.842249867677936,2.1469750063398063,3.0,1988.0,72.0,57.1752014633609,36.64759688064952,4.828065114343486,0.4920190409003524,-0.4032500733483211,-0.13292532973788973,12.38171462351729,-0.48809975562639174,-100.0,-100.0,7.0625,0.925681376911619,1162.43359375,182.107421875,24.0377197265625,0.28746953266897446,477.07342529296875,126.0787353515625,9.84051513671875,0.5514158929726239,195.03070068359375,58.4898681640625,8.16650390625,0.2383649216434453,221.53582763671875,54.75958251953125,6.37359619140625,0.24747314889675975,214.3514404296875,51.00506591796875,1.3711716174297846,56.3037109375,185.265625,223.40234375,512.57421875,,,
1988-03-28,21.0,226095.0,6646545.0,0.991735537190083,57.4876033057851,39.9090909090909,21.5619834710744,28356.0,59.824458262504095,36.117918130232326,2.5085412888873906,3.0,1988.0,88.0,58.050591131090265,36.20751496223153,4.340949358893087,-0.5123966942148996,0.9669421487602996,-0.40082644628099345,11.8899942337196,-0.49172038979769006,-100.0,-100.0,187.8369140625,0.925681376911619,1162.43359375,244.33984375,18.3973388671875,0.28746953266897446,477.07342529296875,133.06805419921875,12.6448974609375,0.5514158929726239,195.03070068359375,64.83282470703125,12.3907470703125,0.2383649216434453,221.53582763671875,58.27276611328125,12.10308837890625,0.24747314889675975,214.3514404296875,54.504638671875,0.5611184132957382,8.48046875,219.6669921875,243.88671875,447.27734375,,,
1988-04-13,22.0,226098.185840708,6646544.2920354,4.32743362831858,62.3805309734513,31.7964601769912,23.8053097345133,28356.0,61.160165461264214,35.34058824624392,1.9938539280895387,4.0,1988.0,104.0,58.92263051165688,36.12874314785593,3.4915946830242417,1.2605892413696722,-2.635206866542701,1.3326644220143198,11.413710331943358,-0.4762839017762417,-100.0,-100.0,31.4404296875,0.925681376911619,1162.43359375,266.5771484375,19.821044921875,0.28746953266897446,477.07342529296875,137.03448486328125,8.93896484375,0.5514158929726239,195.03070068359375,66.909912109375,10.6407470703125,0.2383649216434453,221.53582763671875,58.6588134765625,10.34014892578125,0.24747314889675975,214.3514404296875,55.42852783203125,0.6752642329144142,188.169921875,203.5673828125,241.2177734375,447.755859375,,,
1988-04-29,22.5,226100.040560472,6646543.7780236,3.7378483141958587,61.90513359662594,32.94936188107953,23.452231283063966,28356.0,61.48544350860587,34.410576208746235,2.6909559413564237,4.0,1988.0,120.0,59.672981381562906,35.77521588132329,2.9983802027193605,2.2087651454204185,-3.4798645140056834,1.373056388502888,10.9738751551534,-0.4398351767899573,-100.0,-100.0,10.8681640625,0.925681376911619,1162.43359375,240.923828125,18.87554931640625,0.28746953266897446,477.07342529296875,138.107666015625,7.2022705078125,0.5514158929726239,195.03070068359375,68.850830078125,10.70660400390625,0.2383649216434453,221.53582763671875,61.08074951171875,10.17071533203125,0.24747314889675975,214.3514404296875,58.33367919921875,0.5510889998619674,219.27734375,98.2841796875,265.7509765625,528.759765625,,,
1988-05-15,23.0,226101.895280236,6646543.2640118,3.148263000073137,61.42973621980057,34.10226358516786,23.099152831614635,28356.0,61.154059815261476,34.44368837371746,3.108230614777166,5.0,1988.0,136.0,59.49398546914466,36.68017613545982,2.2732982722120667,-0.47539737682536654,1.1529017040883307,-0.5895853141227216,10.59937449996357,-0.37450065518983067,-100.0,-100.0,55.2041015625,0.925681376911619,1162.43359375,234.607421875,14.23016357421875,0.28746953266897446,477.07342529296875,135.69561767578125,5.788818359375,0.5514158929726239,195.03070068359375,67.46966552734375,9.0804443359375,0.2383649216434453,221.53582763671875,60.07891845703125,8.8892822265625,0.24747314889675975,214.3514404296875,57.328125,0.37152527020177767,42.30859375,197.697265625,324.3515625,468.4716796875,,,
1988-05-31,23.5,226103.75,6646542.75,2.558677685950415,60.954338842975204,35.2551652892562,22.7460743801653,28356.0,59.91599195990101,35.930773773913984,2.993439024015989,5.0,1988.0,152.0,58.56167382719947,37.842249867677936,2.1469750063398063,-0.47539737682536654,1.1529017040883325,-0.5895853141227219,10.327653575380081,-0.27172092458348907,-100.0,-100.0,44.9765625,0.925681376911619,1162.43359375,204.337890625,12.69775390625,0.28746953266897446,477.07342529296875,132.01043701171875,2.51483154296875,0.5514158929726239,195.03070068359375,62.22576904296875,7.76019287109375,0.2383649216434453,221.53582763671875,54.60595703125,7.66217041015625,0.24747314889675975,214.3514404296875,50.666015625,0.3276883346491857,58.009765625,235.419921875,241.3251953125,549.50390625,,,
1988-06-16,25.0,226105.0,6646520.0,0.0,58.5,40.5,25.0,28356.0,58.53574955587143,36.689031078876624,3.634586718181245,6.0,1988.0,168.0,59.824458262504095,36.117918130232326,2.5085412888873906,-1.4648681099002836,3.1988682074160693,-1.5741315000365685,10.196337635519935,-0.131315939860146,-100.0,-100.0,3.0390625,0.925681376911619,1162.43359375,307.5322265625,13.10662841796875,0.28746953266897446,477.07342529296875,120.79071044921875,0.49951171875,0.5514158929726239,195.03070068359375,58.98333740234375,6.722412109375,0.2383649216434453,221.53582763671875,53.018310546875,7.2901611328125,0.24747314889675975,214.3514404296875,49.41387939453125,0.3688513881982174,100.1806640625,230.478515625,246.3876953125,543.4921875,,,
1988-07-02,25.75,226107.1981132075,6646536.389150943,4.5452830188679245,57.35141509433963,36.966745283018874,22.038679245283024,28356.0,58.02734271734787,37.14208339337206,3.6836345344750363,7.0,1988.0,184.0,61.160165461264214,35.34058824624392,1.9938539280895387,-1.8014618743177877,0.855789996881338,0.9933026664587548,10.22710323649393,0.030765600973994722,-100.0,-100.0,98.2109375,0.925681376911619,1162.43359375,282.6435546875,13.0418701171875,0.28746953266897446,477.07342529296875,114.75299072265625,4.86480712890625,0.5514158929726239,195.03070068359375,54.89385986328125,8.44805908203125,0.2383649216434453,221.53582763671875,52.527587890625,8.93817138671875,0.24747314889675975,214.3514404296875,48.16888427734375,0.31193982431989176,48.015625,246.6474609375,254.8115234375,520.8740234375,,,
1988-07-18,26.5,226109.396226415,6646552.778301885,9.090566037735849,56.20283018867925,33.43349056603775,19.07735849056605,28356.0,57.586372971036305,37.10568798504113,4.061610509577675,7.0,1988.0,200.0,61.48544350860587,34.410576208746235,2.6909559413564237,-1.1485849056603747,-3.5332547169811264,4.5452830188679245,10.41353711818568,0.1864338816917499,-100.0,-100.0,15.97265625,0.925681376911619,1162.43359375,238.626953125,12.78765869140625,0.28746953266897446,477.07342529296875,108.469970703125,1.28399658203125,0.5514158929726239,195.03070068359375,51.38848876953125,6.39996337890625,0.2383649216434453,221.53582763671875,53.08868408203125,6.26934814453125,0.24747314889675975,214.3514404296875,49.0635986328125,0.43888987732128804,98.4755859375,145.25390625,323.978515625,600.8515625,,,
