"","site_location_name","Andropogoneae","Chloridoideae","latitude","longitude"
"427","SAAGVD0004",0,0,-30.8147527777778,132.134261111111
"428","SAAKAN0001",0,0,-35.6486444444444,137.368027777778
"429","SAAKAN0002",0,0,-35.643269,137.217397
"430","SAAKAN0003",0,0,-35.7440833333333,137.334044444444
"431","SAAKAN0004",0,0,-35.723154,136.973161
"432","SAAKAN0005",0,0,-35.810624,136.88294
"433","SAAKAN0006",0,0,-35.900621287,136.896083468
"434","SAAKAN0007",0,0,-35.908982,136.586576
"435","SAAKAN0008",0,0,-35.904381,137.551283
"436","SAAKAN0009",0,0,-35.943027,137.324832
"437","SAAKAN0010",0,0,-35.842017,137.906987
"438","SAAKAN0011",0,0,-35.783373,138.061671
"439","SAAKAN0012",0,0,-35.884354,137.989879
"440","SAAMDD0007",0,0,-34.3623461111111,139.499723611111
"441","SAAMDD0008",0,0,-34.3417311111111,139.507722222222
"442","SAAMDD0009",0,0,-34.3579019444444,139.485928611111
"443","SAAMDD0010",0,0,-34.3205658333333,139.502423888889
"444","SAAMDD0011",0,0,-34.3199805555556,139.530028611111
"445","SAANUL0001",0,0,-30.9657583333333,132.087641666667
"446","SAANUL0002",0,0,-31.3933722222222,131.277372222222
"447","SAANUL0003",0,0,-31.482375,131.266791666667
"448","SAANUL0004",0,0,-31.5111777777778,131.306630555556
"449","SAARIV0001",0,0,-34.0843027777778,140.757602777778
"450","SAARIV0002",0,0,-34.0833416666667,140.758477777778
"451","SAARIV0003",0,0,-34.0838888888889,140.7602
"452","SAARIV0004",0,0,-34.2615666666667,140.386861111111
"453","SAARIV0005",0,0,-34.2634722222222,140.387733333333
"454","SAARIV0006",0,0,-34.2636333333333,140.389852777778
"455","SAARIV0007",0,0,-34.15945,139.926763888889
"456","SAARIV0008",0,0,-34.1591472222222,139.925416666667
"457","SAARIV0009",0,0,-34.1583777777778,139.927861111111
"458","SAASTP0001",0.1,5.4,-26.2781722222222,134.9992
"459","SAASTP0002",0.4,10.6,-26.2746083333333,135.015597222222
"460","SAASTP0003",0,2.3,-26.2739,135.072966666667
"461","SAASTP0004",0,1.5,-26.0881422222222,135.452201944444
"462","SAASTP0005",0.1,8,-26.0959083333333,135.423503333333
"463","SAASTP0006",1,0,-26.340247,135.873785
"464","SAASTP0007",0.8,4,-26.3550416666667,135.816591666667
"465","SAASTP0008",0,4,-26.3688777777778,135.788761111111
"466","SAASTP0009",0.4,0,-26.3502527777778,135.704627777778
"467","SAASTP0010",0,3.2,-26.3666833333333,135.581711111111
"468","SAASTP0011",0,7.4,-26.4805,135.457647222222
"469","SAASTP0012",0,15,-26.6227944444444,135.433727777778
"470","SAASTP0013",0,12.5,-26.5741027777778,135.307391666667
"471","SAASTP0014",0,0,-27.86115,136.649369444444
"472","SAASTP0015",0.1,3.7,-27.8656666666667,136.678330555556
"473","SAASTP0016",0.4,1.7,-27.8349611111111,136.629922222222
"474","SAASTP0017",0.2,0.4,-27.8397833333333,136.639730555556
"475","SAASTP0018",0.5,8.2,-28.4334277777778,136.428380555556
"476","SAASTP0019",0,6.6,-28.4196569444444,136.481239722222
"477","SAASTP0020",0,3.2,-28.4376444444444,136.458813888889
"478","SAASTP0021",0.2,1.5,-28.4024694444444,136.532908333333
"479","SAASTP0022",0,6.5,-28.2056083333333,134.536
"480","SAASTP0023",0.3,3.8,-28.20895,134.584947222222
"481","SAASTP0024",0,0.2,-27.9941,134.973888888889
"482","SAASTP0025",0,1,-27.9597227777778,134.971319444444
"483","SAASTP0026",0.2,0.6,-27.788875,134.892207777778
"484","SAASTP0027",0,0.5,-27.73725,134.843755555556
"485","SAASTP0028",0,0.3,-27.7105611111111,134.844616666667
"486","SAASTP0029",0,0.7,-28.0870777777778,135.861472222222
"487","SAASTP0030",0,2,-29.290199,139.179877
"488","SAASTP0031",0,6.5,-29.276984,139.175572
"489","SAASTP0032",0,13.8,-29.2894861111111,139.182461111111
"490","SAASTP0033",0,1,-30.3605802,135.3898437
"491","SAASTP0034",0,2.2,-30.3633961,135.5281127
"492","SASMDD0001",0,0,-34.0026583333333,140.586408333333
"493","SASMDD0002",0,0,-34.0116972222222,140.592691666667
"494","SASMDD0003",0,0,-33.9945305555556,140.585636111111
"495","SASMDD0004",0,0,-33.9967638888889,140.734627777778
"496","SASMDD0005",0,0,-33.9743111111111,140.725780555556
"497","SASMDD0006",0,0,-33.9727416666667,140.727261111111
"498","SASMDD0008",0,0,-34.0441527777778,140.76035
"499","SASMDD0009",0,0,-34.060282,140.69458
"500","SASMDD0011",0,0,-34.0188944444444,140.709527777778
"501","SASMDD0012",0,0,-34.0591388888889,140.754347222222
"502","SASMDD0013",0,0,-34.0567027777778,140.734869444444
"503","SASMDD0014",0,0,-34.0377583333333,140.705413888889
"504","SASMDD0016",0,0,-33.9569027777778,140.718544444444
"505","SASMDD0017",0,0,-33.9555916666667,140.717997222222
"506","SASMDD0018",0,0,-34.0030722222222,140.576116666667
"507","SASRIV0001",0,0,-34.0378277777778,140.755972222222
"508","SASRIV0002",0,0,-34.0428277777778,140.780633333333
"509","SATEYB0001",0,0,-34.5043055555556,138.703188888889
"510","SATEYB0002",0,0,-33.4890277777778,138.080141666667
"511","SATFLB0001",0,0,-34.6090083333333,138.861344444444
"512","SATFLB0002",0,0,-34.6830972222222,138.9086
"513","SATFLB0003",0,0,-34.576925,139.006103
"514","SATFLB0004",0,0,-31.3277361111111,138.567330555556
"515","SATFLB0005",0,0,-31.3154611111111,138.566366666667
"516","SATFLB0006",0,0,-30.7756535799,138.7975706812
"517","SATFLB0007",0,0,-31.5438831689,138.5945790071
"518","SATFLB0008",0,0,-32.320958599,137.954389863
"519","SATFLB0009",0,0,-32.310521035,137.968270713
"520","SATFLB0010",0,0,-32.828511335,138.0326702171
"521","SATFLB0011",0,0,-32.748419987,138.1362667681
"522","SATFLB0012",0,0,-34.88076551,138.7082603
"523","SATFLB0013",0,0,-33.9141962,138.60380994
"524","SATFLB0014",0,0,-34.00513798,138.95937014
"525","SATFLB0015",0,0,-34.93342691,138.72695366
"526","SATFLB0016",0,1.5,-30.343475,139.339691666667
"527","SATFLB0017",0,0.2,-30.3318111111111,139.373672222222
"528","SATFLB0018",0.05,0,-30.2190444444444,139.324130555556
"529","SATFLB0019",0.05,0,-30.2195305555556,139.232869444444
"530","SATFLB0020",0,0,-30.2556777777778,139.227233333333
"531","SATFLB0021",0,0.05,-30.4121111111111,139.219941666667
"532","SATFLB0022",0,0.05,-30.4060055555556,139.226058333333
"533","SATFLB0023",0,0.7,-30.5994361111111,139.073613888889
"534","SATFLB0024",0.05,0.05,-30.760856,138.579558
"535","SATFLB0025",0,0,-30.7850138888889,138.632936111111
"536","SATFLB0026",0,0,-34.8877555555556,138.78705
"537","SATFLB0027",0,0,-35.0830805555556,138.679005555556
"538","SATFLB0028",0,0,-33.5530833333333,138.393272222222
"539","SATKAN0001",0,0,-35.6082694444444,138.261275
"540","SATKAN0002",0,0,-35.2721111111111,138.690175
"541","SATKAN0003",0,0,-35.4609416666667,138.604038888889
"542","SATKAN0004",0.15,0,-34.9271666666667,139.038147222222
"543","SATSTP0001",0.1,19.2,-30.5616638888889,139.436313888889
"544","SATSTP0002",0,2.3,-30.6563277777778,139.547355555556
"545","SATSTP0003",0,11.1,-29.7552833333333,138.849177777778
"546","SATSTP0004",0,3.8,-29.7914694444444,138.831855555556
"547","SATSTP0005",0,8.55,-29.4565972222222,138.848797222222
"548","SATSTP0006",0,0.9,-29.5305,138.8167
"549","SATSTP0007",0,0,-29.53599751,138.81710684
"550","SATSTP0008",0,6.3,-29.38785704,138.88137852
"551","TCABEL0001",0,0,-41.5471406810866,147.66851653021
"552","TCABEL0002",0,0,-41.5408580528683,147.663959801777
"553","TCABEL0003",0,0,-41.5341425,147.6698156
"554","TCATCH0001",0,0,-41.761479,146.719595
"555","TCATCH0002",0,0,-41.9248706161916,146.682830149199
"556","TCATCH0003",0,0,-41.9620443003241,146.677560695713
"557","TCATCH0004",0,0,-41.9883908433958,146.835712574777
"558","TCATCH0005",0,0,-41.9768076457322,146.663981425394
"559","TCATCH0006",0,0,-41.9658046875666,146.652027274331
"560","TCATCH0007",0,0,-41.8833038363591,146.457591793785
"561","TCATCH0008",0,0,-41.8570515353586,146.587633197976
"562","TCATCH0009",0,0,-41.8859211273348,146.615100467001
"563","TCATCH0010",0,0,-41.791483,146.682467
"564","TCATCH0011",0,0,-41.852076869417,146.689365493025
"565","TCATCH0012",0,0,-42.0925648019984,147.085724332715
"566","TCATNM0001",0,0,-41.7741562,147.3154927
"567","TCATNM0002",20.5,0,-42.0520786960724,147.416814352398
"568","TCATNM0003",2.2,0,-42.0368028126304,147.433013848709
"569","TCATNM0004",0,0,-41.8456347956553,147.483909252638
"570","TCATNM0005",0.1,0,-41.7968974901796,147.607968395943
"571","TCATNM0006",2.5,0,-42.0524099125732,147.549261768962
"572","VCAAUA0001",0,0,-36.9089694444444,147.287730555556
"573","VCAAUA0002",0,0,-36.9145111111111,147.281038888889
"574","VCAAUA0003",0,0,-36.8621694444444,147.320052777778
"575","VCAAUA0004",0,0,-36.9077583333333,147.290138888889
"576","VCAAUA0005",0,0,-36.8926777777778,147.298661111111
"577","VCAAUA0006",0,0,-36.9162194444444,147.212772222222
"578","VCAAUA0007",0,0,-36.9078611111111,147.255583333333
"579","VCAAUA0008",0,0,-36.9030583333333,147.252316666667
"580","VCAAUA0009",0,0,-36.8940083333333,147.302516666667
"581","VCAAUA0010",0,0,-36.856725,147.353497222222
"582","VCAAUA0011",0,0,-37.1107194444444,147.164316666667
"583","VCAAUA0012",0,0,-37.1001194444444,147.155558333333
"584","VCAAUA0013",0,0,-37.4082555555556,146.751063888889
"585","VCAAUA0014",0,0,-37.4020805555556,146.755061111111
"586","VCAAUA0015",0,0,-37.3888472222222,146.764569444444
"587","VCAMDD0001",0,0,-34.9809861111111,141.610538888889
"588","VCAMDD0002",0,0,-34.9822944444444,141.651483333333
"589","VCAMDD0003",0,0,-34.9982944444444,141.728361111111
"590","WAAAVW0001",0,0,-31.9022361111111,118.943630555556
"591","WAAAVW0002",0,0,-31.8458333333333,118.905125
"592","WAAAVW0003",0,0,-32.4795055555556,116.9389
"593","WAAAVW0004",0,0,-32.4797055555556,116.935613888889
"594","WAAAVW0005",0,0,-29.6168112,116.966213
"595","WAAAVW0006",0,0,-29.6035453984477,116.9675461692
"596","WAAAVW0007",0,0,-29.6720517,116.9664337
"597","WAACAR0001",0,0,-26.4081439438969,114.366712441
"598","WAACAR0002",0,0,-26.48102,114.27782
"599","WAACAR0003",0,0,-26.5150794065721,114.098356445687
"600","WAACAR0004",0,0,-26.3680647,114.2202138
"601","WAACEK0001",1,0,-16.4615166666667,126.397922222222
"602","WAACEK0002",64.6,0,-17.0525694444444,125.242397222222
"603","WAACEK0003",15.8,0.1,-17.2379694444444,125.295561111111
"604","WAACOO0001",0,0,-31.3996111111111,119.518944444444
"605","WAACOO0002",0,0,-31.4016694444444,119.651388888889
"606","WAACOO0003",0,0,-31.3999722222222,119.647861111111
"607","WAACOO0004",0,0,-31.3988611111111,119.646555555556
"608","WAACOO0005",0,0,-31.6028805555556,119.809605555556
"609","WAACOO0006",0,0,-31.5963777777778,119.824122222222
"610","WAACOO0007",0,0,-31.6067222222222,119.807547222222
"611","WAACOO0008",0,0,-31.60951,119.79227
"612","WAACOO0009",0,1.4,-31.2391138888889,120.326108333333
"613","WAACOO0010",0,0,-31.2318083333333,120.329833333333
"614","WAACOO0011",0,0.1,-31.252836247,120.341938607
"615","WAACOO0012",0,0,-31.2373611111111,120.332297222222
"616","WAACOO0016",0,0,-31.2032166666667,120.308216666667
"617","WAACOO0017",0,0,-31.1696361111111,120.304930555556
"618","WAACOO0018",0,0,-31.195625,120.317888888889
"619","WAACOO0019",0,0,-31.2071083333333,120.265136111111
"620","WAACOO0020",0,0,-30.192,120.655138888889
"621","WAACOO0021",0,0,-30.1923333333333,120.650611111111
"622","WAACOO0022",0,0,-30.1953055555556,120.63275
"623","WAACOO0023",0,0,-30.1927941666667,120.641466944444
"624","WAACOO0024",0,0,-30.1854222222222,120.644138888889
"625","WAACOO0025",0,9.2,-30.1951194444444,120.598783333333
"626","WAACOO0026",0,0,-30.5303861111111,120.665680555556
"627","WAACOO0027",0,0,-30.5014861111111,120.660041666667
"628","WAACOO0028",0,0,-30.4875833333333,120.658136111111
"629","WAACOO0029",0,0,-30.4328972222222,120.626683333333
"630","WAACOO0030",0,0,-32.0121722222222,126.263391666667
"631","WAACOO0031",0,0,-30.6853222222222,120.257422222222
"632","WAACOO0032",0,0,-30.7885305555556,120.314936111111
"633","WAADAL0001",65.9,0,-17.4152666666667,124.945525
"634","WAADAL0002",0,0.3,-17.8930594,122.6500285
"635","WAADAL0003",0,2.5,-17.88259,122.62896
"636","WAADAL0004",1.1,0.3,-17.8915288930075,122.655865779901
"637","WAADAL0005",64.2,0,-17.4848908014956,123.031530253269
"638","WAAESP0001",0,0,-34.4769,117.754269444444
"639","WAAGAS0001",0,0.2,-23.4091333333333,120.559705555556
"640","WAAGAS0002",19.7,0.1,-23.3847,120.479138888889
"641","WAAGES0001",0,0,-27.5238166666667,114.528980555556
"642","WAAGES0002",0,0,-27.5095444444444,114.608266666667
"643","WAAGES0003",0,0,-27.6053944444444,114.692158333333
"644","WAAGES0004",0,0,-27.4970724972627,114.71816978296
"645","WAAGES0005",0,0,-27.5296808057064,114.674852716393
"646","WAAGSD0001",0,0,-19.8124638888889,121.474191666667
"647","WAAGVD0001",0,0.2,-29.6692638888889,125.13025
"648","WAAHAM0001",0,0,-31.9848333333333,128.285241666667
"649","WAAHAM0002",0,0,-31.8882611111111,128.237330555556
"650","WAAHAM0003",0,0,-31.7691,128.288088888889
"651","WAAHAM0004",0,0,-31.9524472222222,127.274283333333
"652","WAAHAM0005",0,0,-32.2258722222222,127.440336111111
"653","WAAHAM0006",0,0,-32.2191416666667,126.301886111111
"654","WAAJAF0001",0,0,-34.6191722222222,117.155436111111
"655","WAAJAF0002",0,0,-34.5995416666667,117.266086111111
"656","WAAJAF0003",0,0,-34.4036277777778,117.687625
"657","WAALSD0001",0.4,24.1,-25.0966444444444,120.723963888889
"658","WAALSD0002",0,1.3,-25.0572027777778,120.7392
"659","WAALSD0003",0,1.6,-25.2688666666667,120.6275
"660","WAAMAL0001",0,0,-32.0631416666667,126.279308333333
"661","WAAMAL0002",0,0,-32.814725,119.142836111111
"662","WAAMAL0003",0,0,-32.8745888888889,119.158022222222
"663","WAAMUR0001",0,0.3,-28.0651111111111,121.013705555556
"664","WAAMUR0002",0,0,-28.143125,120.966122222222
"665","WAAMUR0003",0,0,-26.8731969,116.6355751
"666","WAAMUR0004",0,5.9,-26.4917943,116.5814233
"667","WAAMUR0005",0,1.4,-26.5686423,116.6085684
"668","WAAMUR0006",0,0.9,-26.6949439,116.7166219
"669","WAAMUR0007",0,2.3,-26.7993437125397,116.648383773263
"670","WAAMUR0008",0,0.8,-26.7456814,116.8295422
"671","WAAMUR0028",0,0.1,-27.3891611111111,120.698586111111
"672","WAAMUR0029",0,0,-27.3993694444444,120.682205555556
"673","WAAMUR0030",0,0,-27.382775,120.691152777778
"674","WAAMUR0031",0,0,-27.4386166666667,120.655516666667
"675","WAANOK0001",1.8,0,-15.2243456777205,126.214664839634
"676","WAANOK0002",0.5,0,-15.2295384,126.2081139
"677","WAANOK0003",0,0,-14.8470567,126.2793561
"678","WAANOK0004",102.7,0,-14.783264094,126.493138724
"679","WAANOK0005",39.3,0,-14.796853,126.540517
"680","WAANOK0006",5.4,0,-14.84238,126.28239
"681","WAANOK0007",40.8,0,-14.57553,126.56193
"682","WAANOK0008",44,0,-14.7823306,126.4903962
"683","WAANUL0001",0,0,-31.7340666666667,125.869944444444
"684","WAANUL0002",0,0,-31.6990694444444,125.861055555556
"685","WAANUL0003",0,1.8,-29.7187777777778,125.315836111111
"686","WAANUL0004",0,2.1,-29.4734361111111,127.071927777778
"687","WAANUL0005",0,0.5,-30.0122638888889,127.690208333333
"688","WAANUL0006",0,0,-30.0255694444444,127.730944444444
"689","WAANUL0007",0,0.1,-30.0354805555556,127.789519444444
"690","WAANUL0008",0,0.4,-30.0722555555556,127.91645
"691","WAANUL0009",0,0.1,-29.6561055555556,127.068638888889
"692","WAAPIL0001",19.7,4.1,-22.6008194444444,118.281502777778
"693","WAAPIL0002",0,0,-21.5912222222222,117.066358333333
"694","WAAPIL0003",0,0,-21.5411027777778,117.057005555556
"695","WAAPIL0004",10.1,0.3,-21.3949305555556,117.169836111111
"696","WAAPIL0005",4.7,0,-21.5712388888889,117.056258333333
"697","WAAPIL0006",0,0,-21.5642444444444,117.059097222222
"698","WAAPIL0007",25.6,0,-21.6771416666667,116.973991666667
"699","WAAPIL0008",3.9,6.6,-21.6628833333333,117.704727777778
"700","WAAPIL0009",6.6,0.2,-21.8727972222222,117.824405555556
"701","WAAPIL0010",0,0,-21.8570333333333,117.97935
"702","WAAPIL0011",0,2.3,-21.891925,117.999286111111
"703","WAAPIL0012",0.5,0.1,-22.6208583333333,118.314302777778
"704","WAAPIL0013",2.7,0,-22.6108555555556,118.293936111111
"705","WAAPIL0014",5.8,4.1,-22.635899029,118.224854816
"706","WAAPIL0015",28.4,0,-22.6092777777778,117.93565
"707","WAAPIL0016",8.5,0.6,-22.7235888888889,118.268075
"708","WAAPIL0017",0,0,-22.1338722222222,119.023691666667
"709","WAAPIL0018",24.9,0,-22.3355416666667,118.987772222222
"710","WAAPIL0019",1.3,8.9,-22.3029222222222,119.012908333333
"711","WAAPIL0020",0,0,-21.6144333333333,117.120475
"712","WAAPIL0021",0.3,0,-21.6064388888889,117.116136111111
"713","WAAPIL0022",0.3,0,-21.5814194444444,117.097355555556
"714","WAAPIL0023",3.3,0.5,-22.255,118.695491666667
"715","WAAPIL0024",7.5,0.2,-22.4671,119.085222222222
"716","WAAPIL0025",0.5,0.2,-22.7082138888889,119.708686111111
"717","WAAPIL0026",0,2.2,-22.7669277777778,119.631438888889
"718","WAAPIL0027",0.5,0.2,-22.6915666666667,119.773977777778
"719","WAAPIL0028",0,0.4,-22.6765527777778,119.840088888889
"720","WAAPIL0029",0,0.5,-22.6619361111111,119.917738888889
"721","WAAPIL0030",1.3,18.6,-23.3147388888889,119.632483333333
"722","WAAPIL0031",0,0,-23.1460472222222,119.265341666667
"723","WAAPIL0032",0,0.2,-23.1856638888889,119.237930555556
"724","WAAPIL0033",0.1,0.9,-23.2140083333333,119.202358333333
"725","WAAPIL0034",0,0,-23.3019861111111,120.217119444444
"726","WAAPIL0035",0.5,0.2,-23.365975,120.344155555556
"727","WAASWA0001",0,0,-32.3442472222222,115.902391666667
"728","WAASWA0002",0,0,-32.3351555555556,115.907163888889
"729","WAASWA0003",0,0,-32.3373194444444,115.913566666667
"730","WAASWA0004",0,0,-31.3754861111111,115.713483333333
"731","WAAVIB0001",54.8,0,-15.5786611111111,128.367061111111
"732","WAAVIB0002",0,0,-15.7198138888889,128.271597222222
"733","WAAVIB0003",31.3,0.2,-16.0062611111111,128.023327777778
"734","WAAVIB0004",31.7,0,-15.8196055555556,128.097883333333
"735","WAAYAL0001",0,2.1,-26.1462453631566,113.159072818851
"736","WAAYAL0002",0,0,-26.2520621508029,113.298021246241
"737","WAAYAL0003",0,0,-26.2641743,113.3194282
"738","WAAYAL0004",0,0,-26.2546195063196,113.3012957223
"739","WAAYAL0005",0,0,-26.38997799,113.3111487
"740","WAAYAL0006",0,0,-29.4468232,116.9988937
"741","WAAYAL0007",0,0,-29.506912846362,116.952379968716
"742","WAAYAL0008",0,0,-29.4822659,117.0301964
"743","WAGCOO0001",0,0,-30.4361277777778,120.642905555556
"744","WAGCOO0002",0,0,-30.3509916666667,120.642691666667
"745","WAGCOO0004",0,6.4,-30.4652583333333,120.806083333333
