time,x,y,bs,pv,npv,ue,spatial_ref
2015-01-05 01:12:04.653018,134805.0,-1840575.0,,,,,3577
2015-01-13 01:10:36.211336,134805.0,-1840575.0,,,,,3577
2015-01-14 01:05:53.303787,134805.0,-1840575.0,,,,,3577
2015-01-21 01:12:00.329900,134805.0,-1840575.0,,,,,3577
2015-01-22 01:04:24.803632,134805.0,-1840575.0,,,,,3577
2015-01-29 01:10:40.883629,134805.0,-1840575.0,6.0,60.0,33.0,13.0,3577
2015-01-30 01:05:48.391687,134805.0,-1840575.0,7.0,58.0,33.0,13.0,3577
2015-02-06 01:11:57.023703,134805.0,-1840575.0,9.0,60.0,29.0,13.0,3577
2015-02-07 01:04:32.913901,134805.0,-1840575.0,,,,,3577
2015-02-14 01:10:41.867657,134805.0,-1840575.0,,,,,3577
2015-02-15 01:05:39.369727,134805.0,-1840575.0,8.0,64.0,26.0,13.0,3577
2015-02-22 01:11:50.540920,134805.0,-1840575.0,,,,,3577
2015-02-23 01:04:39.451954,134805.0,-1840575.0,3.0,67.0,28.0,14.0,3577
2015-03-02 01:10:54.059830,134805.0,-1840575.0,,,,,3577
2015-03-10 01:11:41.107517,134805.0,-1840575.0,5.0,57.0,37.0,13.0,3577
2015-03-11 01:04:44.514909,134805.0,-1840575.0,0.0,58.0,40.0,13.0,3577
2015-03-19 01:05:25.981417,134805.0,-1840575.0,2.0,44.0,53.0,11.0,3577
2015-03-26 01:11:32.654997,134805.0,-1840575.0,,,,,3577
2015-03-27 01:04:54.353692,134805.0,-1840575.0,1.0,39.0,59.0,12.0,3577
2015-04-03 01:11:07.666366,134805.0,-1840575.0,29.0,18.0,51.0,17.0,3577
2015-04-04 01:05:13.617724,134805.0,-1840575.0,5.0,29.0,64.0,11.0,3577
2015-04-11 01:11:24.440580,134805.0,-1840575.0,10.0,25.0,64.0,11.0,3577
2015-04-12 01:05:02.964980,134805.0,-1840575.0,,,,,3577
2015-04-19 01:11:15.430302,134805.0,-1840575.0,2.0,17.0,81.0,9.0,3577
2015-04-20 01:05:13.408186,134805.0,-1840575.0,7.0,22.0,71.0,10.0,3577
2015-04-27 01:11:19.711519,134805.0,-1840575.0,11.0,18.0,70.0,10.0,3577
2015-04-28 01:05:08.408430,134805.0,-1840575.0,8.0,14.0,77.0,10.0,3577
