"","site_location_name","longitude","latitude"
"722","SATFLB0021",139.219941666667,-30.4121111111111
"724","SATFLB0022",139.226058333333,-30.4060055555556
"726","SATFLB0023",139.073613888889,-30.5994361111111
"728","SATFLB0024",138.579558,-30.760856
"730","SATFLB0025",138.632936111111,-30.7850138888889
"732","SATFLB0026",138.78705,-34.8877555555556
"734","SATFLB0027",138.679005555556,-35.0830805555556
"736","SATFLB0028",138.393272222222,-33.5530833333333
"738","SATKAN0001",138.261275,-35.6082694444444
"740","SATKAN0002",138.690175,-35.2721111111111
"742","SATKAN0003",138.604038888889,-35.4609416666667
"744","SATKAN0004",139.038147222222,-34.9271666666667
"746","SATSTP0001",139.436313888889,-30.5616638888889
"748","SATSTP0002",139.547355555556,-30.6563277777778
"750","SATSTP0003",138.849177777778,-29.7552833333333
"752","SATSTP0004",138.831855555556,-29.7914694444444
"754","SATSTP0005",138.848797222222,-29.4565972222222
"756","SATSTP0006",138.8167,-29.5305
"758","SATSTP0007",138.81710684,-29.53599751
"760","SATSTP0008",138.88137852,-29.38785704
"762","TCABEL0001",147.66851653021,-41.5471406810866
"763","TCABEL0002",147.663959801777,-41.5408580528683
"764","TCABEL0003",147.6698156,-41.5341425
"765","TCATCH0001",146.719595,-41.761479
"766","TCATCH0002",146.682830149199,-41.9248706161916
"767","TCATCH0003",146.677560695713,-41.9620443003241
"768","TCATCH0004",146.835712574777,-41.9883908433958
"769","TCATCH0005",146.663981425394,-41.9768076457322
"770","TCATCH0006",146.652027274331,-41.9658046875666
"771","TCATCH0007",146.457591793785,-41.8833038363591
"772","TCATCH0008",146.587633197976,-41.8570515353586
"773","TCATCH0009",146.615100467001,-41.8859211273348
"774","TCATCH0010",146.682467,-41.791483
"775","TCATCH0011",146.689365493025,-41.852076869417
"776","TCATCH0012",147.085724332715,-42.0925648019984
"777","TCATNM0001",147.3154927,-41.7741562
"778","TCATNM0002",147.416814352398,-42.0520786960724
"779","TCATNM0003",147.433013848709,-42.0368028126304
"780","TCATNM0004",147.483909252638,-41.8456347956553
"781","TCATNM0005",147.607968395943,-41.7968974901796
"782","TCATNM0006",147.549261768962,-42.0524099125732
"783","VCAAUA0001",147.287730555556,-36.9089694444444
"784","VCAAUA0002",147.281038888889,-36.9145111111111
"785","VCAAUA0003",147.320052777778,-36.8621694444444
"786","VCAAUA0004",147.290138888889,-36.9077583333333
"787","VCAAUA0005",147.298661111111,-36.8926777777778
"788","VCAAUA0006",147.212772222222,-36.9162194444444
"789","VCAAUA0007",147.255583333333,-36.9078611111111
"790","VCAAUA0008",147.252316666667,-36.9030583333333
"791","VCAAUA0009",147.302516666667,-36.8940083333333
"792","VCAAUA0010",147.353497222222,-36.856725
"793","VCAAUA0011",147.164316666667,-37.1107194444444
"794","VCAAUA0012",147.155558333333,-37.1001194444444
"795","VCAAUA0013",146.751063888889,-37.4082555555556
"796","VCAAUA0014",146.755061111111,-37.4020805555556
"797","VCAAUA0015",146.764569444444,-37.3888472222222
"798","VCAMDD0001",141.610538888889,-34.9809861111111
"799","VCAMDD0002",141.651483333333,-34.9822944444444
"800","VCAMDD0003",141.728361111111,-34.9982944444444
"801","WAAAVW0001",118.943630555556,-31.9022361111111
"802","WAAAVW0002",118.905125,-31.8458333333333
"803","WAAAVW0003",116.9389,-32.4795055555556
"804","WAAAVW0004",116.935613888889,-32.4797055555556
"805","WAAAVW0005",116.966213,-29.6168112
"806","WAAAVW0006",116.9675461692,-29.6035453984477
"807","WAAAVW0007",116.9664337,-29.6720517
"808","WAACAR0001",114.366712441,-26.4081439438969
"809","WAACAR0002",114.27782,-26.48102
"810","WAACAR0003",114.098356445687,-26.5150794065721
"811","WAACAR0004",114.2202138,-26.3680647
"812","WAACEK0001",126.397922222222,-16.4615166666667
"814","WAACEK0002",125.242397222222,-17.0525694444444
"816","WAACEK0003",125.295561111111,-17.2379694444444
"818","WAACOO0001",119.518944444444,-31.3996111111111
"820","WAACOO0003",119.647861111111,-31.3999722222222
"821","WAACOO0004",119.646555555556,-31.3988611111111
"822","WAACOO0005",119.809605555556,-31.6028805555556
"823","WAACOO0006",119.824122222222,-31.5963777777778
"824","WAACOO0007",119.807547222222,-31.6067222222222
"825","WAACOO0008",119.79227,-31.60951
"826","WAACOO0009",120.326108333333,-31.2391138888889
"827","WAACOO0010",120.329833333333,-31.2318083333333
"828","WAACOO0011",120.341938607,-31.252836247
"829","WAACOO0012",120.332297222222,-31.2373611111111
"830","WAACOO0016",120.308216666667,-31.2032166666667
"831","WAACOO0017",120.304930555556,-31.1696361111111
"832","WAACOO0018",120.317888888889,-31.195625
"833","WAACOO0019",120.265136111111,-31.2071083333333
"834","WAACOO0020",120.655138888889,-30.192
"835","WAACOO0021",120.650611111111,-30.1923333333333
"836","WAACOO0022",120.63275,-30.1953055555556
"837","WAACOO0023",120.641466944444,-30.1927941666667
"838","WAACOO0024",120.644138888889,-30.1854222222222
"839","WAACOO0025",120.598783333333,-30.1951194444444
"840","WAACOO0026",120.665680555556,-30.5303861111111
"841","WAACOO0027",120.660041666667,-30.5014861111111
"842","WAACOO0028",120.658136111111,-30.4875833333333
"843","WAACOO0029",120.626683333333,-30.4328972222222
"844","WAACOO0030",126.263391666667,-32.0121722222222
"845","WAACOO0031",120.257422222222,-30.6853222222222
"846","WAACOO0032",120.314936111111,-30.7885305555556
"847","WAADAL0001",124.945525,-17.4152666666667
"849","WAADAL0002",122.6500285,-17.8930594
"850","WAADAL0003",122.62896,-17.88259
"851","WAADAL0004",122.655865779901,-17.8915288930075
"852","WAADAL0005",123.031530253269,-17.4848908014956
"853","WAAESP0001",117.754269444444,-34.4769
"854","WAAGAS0001",120.559705555556,-23.4091333333333
"855","WAAGAS0002",120.479138888889,-23.3847
"856","WAAGES0001",114.528980555556,-27.5238166666667
"858","WAAGES0002",114.608266666667,-27.5095444444444
"860","WAAGES0003",114.692158333333,-27.6053944444444
"862","WAAGES0004",114.71816978296,-27.4970724972627
"863","WAAGES0005",114.674852716393,-27.5296808057064
"864","WAAGSD0001",121.474191666667,-19.8124638888889
"869","WAAGVD0001",125.13025,-29.6692638888889
"880","WAAHAM0001",128.285241666667,-31.9848333333333
"881","WAAHAM0002",128.237330555556,-31.8882611111111
"882","WAAHAM0003",128.288088888889,-31.7691
"883","WAAHAM0004",127.274283333333,-31.9524472222222
"884","WAAHAM0005",127.440336111111,-32.2258722222222
"885","WAAHAM0006",126.301886111111,-32.2191416666667
"886","WAAJAF0001",117.155436111111,-34.6191722222222
"887","WAAJAF0002",117.266086111111,-34.5995416666667
"888","WAAJAF0003",117.687625,-34.4036277777778
"889","WAALSD0001",120.723963888889,-25.0966444444444
"891","WAALSD0002",120.7392,-25.0572027777778
"892","WAALSD0003",120.6275,-25.2688666666667
"895","WAAMAL0001",126.279308333333,-32.0631416666667
"896","WAAMAL0002",119.142836111111,-32.814725
"897","WAAMAL0003",119.158022222222,-32.8745888888889
"898","WAAMUR0001",121.013705555556,-28.0651111111111
"900","WAAMUR0002",120.966122222222,-28.143125
"902","WAAMUR0003",116.6355751,-26.8731969
"903","WAAMUR0004",116.5814233,-26.4917943
"904","WAAMUR0005",116.6085684,-26.5686423
"905","WAAMUR0006",116.7166219,-26.6949439
"906","WAAMUR0007",116.648383773263,-26.7993437125397
"907","WAAMUR0008",116.8295422,-26.7456814
"908","WAAMUR0028",120.698586111111,-27.3891611111111
"910","WAAMUR0029",120.682205555556,-27.3993694444444
"912","WAAMUR0030",120.691152777778,-27.382775
"914","WAAMUR0031",120.655516666667,-27.4386166666667
"916","WAANOK0001",126.214664839634,-15.2243456777205
"917","WAANOK0002",126.2081139,-15.2295384
"918","WAANOK0003",126.2793561,-14.8470567
"919","WAANOK0004",126.493138724,-14.783264094
"920","WAANOK0005",126.540517,-14.796853
"921","WAANOK0006",126.28239,-14.84238
"922","WAANOK0007",126.56193,-14.57553
"923","WAANOK0008",126.4903962,-14.7823306
"924","WAANUL0001",125.869944444444,-31.7340666666667
"925","WAANUL0002",125.861055555556,-31.6990694444444
"926","WAANUL0003",125.315836111111,-29.7187777777778
"927","WAANUL0004",127.071927777778,-29.4734361111111
"928","WAANUL0005",127.690208333333,-30.0122638888889
"929","WAANUL0006",127.730944444444,-30.0255694444444
"930","WAANUL0007",127.789519444444,-30.0354805555556
"931","WAANUL0008",127.91645,-30.0722555555556
"932","WAANUL0009",127.068638888889,-29.6561055555556
"933","WAAPIL0001",118.281502777778,-22.6008194444444
"935","WAAPIL0002",117.066358333333,-21.5912222222222
"936","WAAPIL0003",117.057005555556,-21.5411027777778
"937","WAAPIL0004",117.169836111111,-21.3949305555556
"939","WAAPIL0005",117.056258333333,-21.5712388888889
"940","WAAPIL0006",117.059097222222,-21.5642444444444
"941","WAAPIL0007",116.973991666667,-21.6771416666667
"942","WAAPIL0008",117.704727777778,-21.6628833333333
"943","WAAPIL0009",117.824405555556,-21.8727972222222
"944","WAAPIL0010",117.97935,-21.8570333333333
"945","WAAPIL0011",117.999286111111,-21.891925
"946","WAAPIL0012",118.314302777778,-22.6208583333333
"948","WAAPIL0013",118.293936111111,-22.6108555555556
"950","WAAPIL0014",118.224854816,-22.635899029
"952","WAAPIL0015",117.93565,-22.6092777777778
"953","WAAPIL0016",118.268075,-22.7235888888889
"954","WAAPIL0017",119.023691666667,-22.1338722222222
"956","WAAPIL0018",118.987772222222,-22.3355416666667
"958","WAAPIL0019",119.012908333333,-22.3029222222222
"960","WAAPIL0020",117.120475,-21.6144333333333
"961","WAAPIL0021",117.116136111111,-21.6064388888889
"962","WAAPIL0022",117.097355555556,-21.5814194444444
"963","WAAPIL0023",118.695491666667,-22.255
"965","WAAPIL0024",119.085222222222,-22.4671
"967","WAAPIL0025",119.708686111111,-22.7082138888889
"969","WAAPIL0026",119.631438888889,-22.7669277777778
"971","WAAPIL0027",119.773977777778,-22.6915666666667
"973","WAAPIL0028",119.840088888889,-22.6765527777778
"975","WAAPIL0029",119.917738888889,-22.6619361111111
"977","WAAPIL0030",119.632483333333,-23.3147388888889
"978","WAAPIL0031",119.265341666667,-23.1460472222222
"979","WAAPIL0032",119.237930555556,-23.1856638888889
"980","WAAPIL0033",119.202358333333,-23.2140083333333
"981","WAAPIL0034",120.217119444444,-23.3019861111111
"982","WAAPIL0035",120.344155555556,-23.365975
"983","WAASWA0001",115.902391666667,-32.3442472222222
"984","WAASWA0002",115.907163888889,-32.3351555555556
"985","WAASWA0003",115.913566666667,-32.3373194444444
"986","WAASWA0004",115.713483333333,-31.3754861111111
"987","WAAVIB0001",128.367061111111,-15.5786611111111
"989","WAAVIB0002",128.271597222222,-15.7198138888889
"991","WAAVIB0003",128.023327777778,-16.0062611111111
"993","WAAVIB0004",128.097883333333,-15.8196055555556
"995","WAAYAL0002",113.298021246241,-26.2520621508029
"997","WAAYAL0004",113.3012957223,-26.2546195063196
"998","WAAYAL0005",113.3111487,-26.38997799
"999","WAAYAL0006",116.9988937,-29.4468232
"1000","WAAYAL0007",116.952379968716,-29.506912846362
"1001","WAAYAL0008",117.0301964,-29.4822659
"1002","WAGCOO0001",120.642905555556,-30.4361277777778
"1003","WAGCOO0002",120.642691666667,-30.3509916666667
"1004","WAGCOO0004",120.806083333333,-30.4652583333333
