training_set,pv_filter,npv_filter,bs_filter,loss_mean
Train,0.9118984903195858,0.9040109565748716,1.2017641489329196,1.005891198609126
Test,20.800810986116392,23.758554470118384,35.31076065209944,26.623375369444734
