system:index,B3,B4,NDVI,.geo
1_LT05_098080_19871216_0,,,,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19880117_0,0.30701685528098904,0.37308214690004066,0.09745376322075257,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19880202_0,,,,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19880218_0,0.3028091481857598,0.3731436189147237,0.10443801961687095,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19880305_0,0.3007636259553323,0.36562098421493877,0.09772386634340932,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19880321_0,0.2979180863250423,0.3636534211216071,0.09985149116004967,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19880406_0,,,,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19880422_0,,,,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19880508_0,,,,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19880524_0,,,,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19880609_0,,,,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19880625_0,,,,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19880711_0,,,,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19880727_0,,,,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19880812_0,,,,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19880828_0,,,,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19880913_0,,,,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19880929_0,0.2798088858144208,0.3563276260156665,0.12098603419455518,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19881015_0,0.2889318125692394,0.3738156286058525,0.12886745583268244,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
1_LT05_098080_19881031_0,0.3227479606866837,0.4047932922840119,0.11268276485243556,"{""type"":""Polygon"",""coordinates"":[[[138.84879511880644,-29.456598604010804],[138.8498296302508,-29.456611981313962],[138.84984746665504,-29.455715702002216],[138.8488174143117,-29.455697865598],[138.84879511880644,-29.456598604010804]]]}"
