"Name","X","Y"
"NTAFIN0033",133.9717611,-24.03276667
"NTAGFU0001",137.0692639,-18.90550556
"NTAGFU0001",137.0702194,-18.90550833
"NTAGFU0001",137.0702194,-18.90460556
"NTAGFU0001",137.0692611,-18.9046
"NTAGFU0002",137.0522389,-18.91811944
"NTAGFU0002",137.0531944,-18.91811667
"NTAGFU0002",137.0531917,-18.91721111
"NTAGFU0002",137.0522444,-18.91721111
"NTAGFU0003",137.1244389,-18.63436944
"NTAGFU0003",137.1253833,-18.63436944
"NTAGFU0003",137.1253833,-18.633475
"NTAGFU0003",137.1244361,-18.63346667
"NTAGFU0004",137.12345,-18.62405556
"NTAGFU0004",137.1243944,-18.62405556
"NTAGFU0004",137.1243917,-18.62315
"NTAGFU0004",137.12345,-18.62315556
"NTAGFU0005",137.1211417,-18.65319167
"NTAGFU0005",137.1220861,-18.65319167
"NTAGFU0005",137.122075,-18.65228889
"NTAGFU0005",137.1211417,-18.65228611
"NTAGFU0006",136.8470722,-18.77869167
"NTAGFU0006",136.8480194,-18.77868611
"NTAGFU0006",136.8480194,-18.77778333
"NTAGFU0006",136.8470722,-18.77779167
"NTAGFU0007",136.8262028,-18.77691389
"NTAGFU0007",136.8271528,-18.77691389
"NTAGFU0007",136.8271528,-18.77600833
"NTAGFU0007",136.8262028,-18.77600833
"NTAGFU0008",136.8653389,-18.786075
"NTAGFU0008",136.8662861,-18.786075
"NTAGFU0008",136.8662861,-18.78516944
"NTAGFU0008",136.8653389,-18.78517222
"NTAGFU0009",136.983425,-18.800975
"NTAGFU0009",136.9843694,-18.800975
"NTAGFU0009",136.9843694,-18.800075
"NTAGFU0009",136.9834222,-18.800075
"NTAGFU0010",137.1006028,-17.89627778
"NTAGFU0010",137.1015444,-17.896275
"NTAGFU0010",137.1015389,-17.89537222
"NTAGFU0010",137.1006028,-17.89537222
"NTAGFU0011",137.0723639,-17.89570556
"NTAGFU0011",137.0733083,-17.89571944
"NTAGFU0011",137.0733083,-17.89480556
"NTAGFU0011",137.0723694,-17.89481111
"NTAGFU0012",137.0189944,-17.89564167
"NTAGFU0012",137.0199333,-17.89563889
"NTAGFU0012",137.0199389,-17.89473889
"NTAGFU0012",137.0189944,-17.89473889
"NTAGFU0013",137.011625,-17.89590833
"NTAGFU0013",137.0125667,-17.8959
"NTAGFU0013",137.0125694,-17.89500556
"NTAGFU0013",137.0116278,-17.89500556
"NTAGFU0014",136.9389,-17.75178889
"NTAGFU0014",136.9398361,-17.75179167
"NTAGFU0014",136.9398389,-17.75088889
"NTAGFU0014",136.9388944,-17.75088889
"NTAGFU0015",136.94305,-17.74446111
"NTAGFU0015",136.9439944,-17.74446111
"NTAGFU0015",136.9439917,-17.74356111
"NTAGFU0015",136.9430556,-17.74356111
"NTAGFU0016",137.2602583,-17.22088611
"NTAGFU0016",137.2611972,-17.22088889
"NTAGFU0016",137.2611972,-17.21998056
"NTAGFU0016",137.26025,-17.21998056
"NTAGFU0017",137.1579611,-17.35489722
"NTAGFU0017",137.1589,-17.35489444
"NTAGFU0017",137.1589028,-17.35399722
"NTAGFU0017",137.1579528,-17.35399722
"NTAGFU0018",137.1834139,-17.27248611
"NTAGFU0018",137.1843528,-17.27248056
"NTAGFU0018",137.1843556,-17.27158333
"NTAGFU0018",137.1834139,-17.27158056
"NTAGFU0019",137.2362917,-17.21774167
"NTAGFU0019",137.2372361,-17.21774722
"NTAGFU0019",137.2372361,-17.21685278
"NTAGFU0019",137.2362944,-17.21684722
"NTAGFU0020",135.96335,-16.724875
"NTAGFU0020",135.9642889,-16.72486667
"NTAGFU0020",135.9642861,-16.72396111
"NTAGFU0020",135.9633528,-16.72396944
"NTAGFU0021",135.9429222,-16.71540278
"NTAGFU0021",135.9438639,-16.7154
"NTAGFU0021",135.9438611,-16.71449722
"NTAGFU0021",135.942925,-16.71449444
"NTAGFU0022",135.9634083,-16.73101389
"NTAGFU0022",135.9643389,-16.73100833
"NTAGFU0022",135.9643389,-16.73011389
"NTAGFU0022",135.9634083,-16.73010278
"NTAGFU0023",135.8300389,-16.82389444
"NTAGFU0023",135.8309778,-16.82388611
"NTAGFU0023",135.8309778,-16.82298889
"NTAGFU0023",135.8300361,-16.82298333
"NTAGFU0024",135.8932111,-16.82600278
"NTAGFU0024",135.89415,-16.82600278
"NTAGFU0024",135.8941528,-16.82510278
"NTAGFU0024",135.8932083,-16.8251
"NTAGFU0025",135.8551806,-16.82524167
"NTAGFU0025",135.8561194,-16.82524167
"NTAGFU0025",135.8561194,-16.82434167
"NTAGFU0025",135.8551778,-16.82434444
"NTAGFU0026",135.4060694,-15.80912222
"NTAGFU0026",135.4070111,-15.80912778
"NTAGFU0026",135.4070111,-15.80822222
"NTAGFU0026",135.4060889,-15.80823056
"NTAGFU0027",135.4606139,-15.679275
"NTAGFU0027",135.4615417,-15.67926944
"NTAGFU0027",135.4615444,-15.67836667
"NTAGFU0027",135.4606083,-15.67836667
"NTAGFU0028",135.4597556,-15.62923889
"NTAGFU0028",135.4606806,-15.62923333
"NTAGFU0028",135.4606944,-15.62834444
"NTAGFU0028",135.4597556,-15.62833333
"NTAGFU0029",135.4090222,-15.5381
"NTAGFU0029",135.4099417,-15.5381
"NTAGFU0029",135.4099444,-15.53720278
"NTAGFU0029",135.4090111,-15.53719722
"NTAGFU0030",134.3778333,-14.13489722
"NTAGFU0030",134.3787528,-14.1349
"NTAGFU0030",134.3787611,-14.13398889
"NTAGFU0030",134.3778222,-14.13398889
"NTAGFU0031",134.3866778,-14.12585556
"NTAGFU0031",134.3876056,-14.12586111
"NTAGFU0031",134.3876083,-14.12496111
"NTAGFU0031",134.3866778,-14.12496389
"NTAGFU0032",134.3736028,-14.150625
"NTAGFU0032",134.3745278,-14.15062778
"NTAGFU0032",134.3745333,-14.14972222
"NTAGFU0032",134.3736306,-14.14972222
"NTAGFU0033",134.3554806,-14.17696111
"NTAGFU0033",134.3564056,-14.17694444
"NTAGFU0033",134.3564111,-14.17605556
"NTAGFU0033",134.3554806,-14.17605833
"NTAGFU0034",134.4215833,-14.062225
"NTAGFU0034",134.4225417,-14.06224167
"NTAGFU0034",134.422525,-14.06131389
"NTAGFU0034",134.4215861,-14.061325
"NTAGFU0035",134.420675,-14.04786389
"NTAGFU0035",134.4216,-14.04786111
"NTAGFU0035",134.4216056,-14.04695556
"NTAGFU0035",134.4206833,-14.04695833
"NTAGFU0036",133.8629833,-14.674575
"NTAGFU0036",133.8639139,-14.67456111
"NTAGFU0036",133.8639056,-14.67366389
"NTAGFU0036",133.8629944,-14.673675
"NTAGFU0037",133.8923556,-14.673675
"NTAGFU0037",133.8932833,-14.67367222
"NTAGFU0037",133.8932833,-14.67276389
"NTAGFU0037",133.8923556,-14.67276944
"NTAGFU0038",133.8937444,-14.689975
"NTAGFU0038",133.8946889,-14.68998056
"NTAGFU0038",133.8946917,-14.68909444
"NTAGFU0038",133.8937583,-14.689075
"NTAGFU0039",133.8822528,-14.6768
"NTAGFU0039",133.8831833,-14.67679722
"NTAGFU0039",133.8831694,-14.6759
"NTAGFU0039",133.8822611,-14.6759
"NTAGFU0040",133.844775,-14.67370556
"NTAGFU0040",133.8457083,-14.67369444
"NTAGFU0040",133.8456972,-14.67280278
"NTAGFU0040",133.8447722,-14.6728
"NTAGFU0041",132.8914611,-14.77999444
"NTAGFU0041",132.8923889,-14.78
"NTAGFU0041",132.8923778,-14.77908611
"NTAGFU0041",132.8914472,-14.77909167
"NTAMAC0001",133.3723,-23.96590833
"NTAMAC0001",133.3732861,-23.96590556
"NTAMAC0001",133.3732833,-23.96501389
"NTAMAC0001",133.3723056,-23.96500556
"NTAMAC0002",133.4035083,-23.96164444
"NTAMAC0002",133.4044861,-23.96165556
"NTAMAC0002",133.4044833,-23.96076389
"NTAMAC0002",133.4035,-23.96075
"NTAMAC0003",133.4084889,-23.95909444
"NTAMAC0003",133.4094722,-23.95908889
"NTAMAC0003",133.4094694,-23.95818889
"NTAMAC0003",133.4084944,-23.95818333
"NTAMGD0001",137.3271417,-20.02302222
"NTAMGD0001",137.3280944,-20.02301944
"NTAMGD0001",137.3280944,-20.02211944
"NTAMGD0001",137.3271444,-20.02212222
"NTAMGD0002",137.3258,-20.02463611
"NTAMGD0002",137.3267583,-20.02463611
"NTAMGD0002",137.3267583,-20.02373056
"NTAMGD0002",137.3258056,-20.02373333
"NTAMGD0003",133.4389333,-17.35820833
"NTAMGD0003",133.4398722,-17.35821667
"NTAMGD0003",133.4398722,-17.35731389
"NTAMGD0003",133.4389306,-17.35731111
"NTAMGD0004",133.5234889,-17.52132222
"NTAMGD0004",133.5244333,-17.52131944
"NTAMGD0004",133.5244306,-17.52041389
"NTAMGD0004",133.5234861,-17.52041667
"NTAMGD0005",133.4835667,-17.45584722
"NTAMGD0005",133.4845083,-17.45585278
"NTAMGD0005",133.4845028,-17.45493611
"NTAMGD0005",133.4835639,-17.45494167
"NTAPCK0001",132.8181028,-12.67578056
"NTAPCK0001",132.819025,-12.67572778
"NTAPCK0001",132.819025,-12.67488056
"NTAPCK0001",132.8181389,-12.67488611
"NTAPCK0002",132.7934528,-12.820425
"NTAPCK0002",132.794375,-12.820433
"NTAPCK0002",132.7943694,-12.81951389
"NTAPCK0002",132.79345,-12.81951389
"NTAPCK0003",132.853924,-12.625497
"NTAPCK0003",132.854845,-12.625504
"NTAPCK0003",132.8548193,-12.6245677
"NTAPCK0003",132.853932,-12.624593
"NTAPCK0004",132.8607154,-12.6238345
"NTAPCK0004",132.8616269,-12.62380383
"NTAPCK0004",132.8616138,-12.62292362
"NTAPCK0004",132.8607028,-12.62291672
"NTAPCK0005",132.8388484,-12.5733706
"NTAPCK0005",132.8397624,-12.5733768
"NTAPCK0005",132.8397607,-12.5724747
"NTAPCK0005",132.8388503,-12.5724721
"NTAPCK0006",132.8656011,-12.64993215
"NTAPCK0006",132.8665156,-12.64993425
"NTAPCK0006",132.8665239,-12.64902934
"NTAPCK0006",132.8655974,-12.64902686
"NTAPCK0007",132.8542743,-12.69367511
"NTAPCK0007",132.8551956,-12.69369851
"NTAPCK0007",132.8551987,-12.69279697
"NTAPCK0007",132.8542751,-12.69278169
"NTAPCK1009",132.942318,-12.671938
"NTAPCK1009",132.943238,-12.671945
"NTAPCK1009",132.943245,-12.671041
"NTAPCK1009",132.942325,-12.671034
"NTAPCK1010",132.964769,-12.676906
"NTAPCK1010",132.965689,-12.676913
"NTAPCK1010",132.965696,-12.676009
"NTAPCK1010",132.964776,-12.676002
"NTAPCK1011",132.929794,-12.701198
"NTAPCK1011",132.930723,-12.701206
"NTAPCK1011",132.930731,-12.700302
"NTAPCK1011",132.929801,-12.700295
"NTAPCK1012",132.932917,-12.702209
"NTAPCK1012",132.933838,-12.702216
"NTAPCK1012",132.933845,-12.701313
"NTAPCK1012",132.932925,-12.701305
"NTAPCK2002",132.930534,-12.611624
"NTAPCK2002",132.931454,-12.611631
"NTAPCK2002",132.931462,-12.610728
"NTAPCK2002",132.930541,-12.610721
"NTAPCK2003",132.936937,-12.604357
"NTAPCK2003",132.937857,-12.604364
"NTAPCK2003",132.937865,-12.603461
"NTAPCK2003",132.936945,-12.603454
"NTAPCK2013",132.927351,-12.706168
"NTAPCK2013",132.928271,-12.706175
"NTAPCK2013",132.928279,-12.705272
"NTAPCK2013",132.927358,-12.705264
"NTAPCK2014",132.930501,-12.699107
"NTAPCK2014",132.931422,-12.699114
"NTAPCK2014",132.931429,-12.698211
"NTAPCK2014",132.930508,-12.698204
"NTASSD0001",136.3070278,-25.30979167
"NTASSD0001",136.3075167,-25.30953056
"NTASSD0001",136.3065278,-25.30783333
"NTASSD0001",136.3060667,-25.30798333
"NTASSD0002",133.2473278,-22.2836
"NTASSD0002",133.2482917,-22.28359722
"NTASSD0002",133.2482917,-22.28269722
"NTASSD0002",133.2473194,-22.28269167
"NTASSD0003",136.298875,-25.29944444
"NTASSD0003",136.2992806,-25.29914444
"NTASSD0003",136.2983361,-25.29755278
"NTASSD0003",136.2979306,-25.29789444
"NTASSD0004",136.2748111,-25.25326667
"NTASSD0004",136.2753417,-25.25309444
"NTASSD0004",136.2744389,-25.25149722
"NTASSD0004",136.2738639,-25.25171111
"NTASSD0005",136.5469528,-25.75411111
"NTASSD0005",136.5474556,-25.75390556
"NTASSD0005",136.5464889,-25.75233056
"NTASSD0005",136.5460361,-25.75250556
"NTASSD0006",136.547825,-25.75343611
"NTASSD0006",136.5482694,-25.753275
"NTASSD0006",136.5476167,-25.75156389
"NTASSD0006",136.5471639,-25.75173889
"NTASSD0007",136.564875,-25.78355556
"NTASSD0007",136.5653167,-25.78338889
"NTASSD0007",136.5643111,-25.78175
"NTASSD0007",136.5638583,-25.781925
"NTASSD0008",136.5624611,-25.77833611
"NTASSD0008",136.5634556,-25.77833889
"NTASSD0008",136.5634583,-25.77743056
"NTASSD0008",136.5624639,-25.77743333
"NTASSD0009",136.0114582,-24.7817328
"NTASSD0009",136.011862,-24.78144774
"NTASSD0009",136.0106209,-24.78003588
"NTASSD0009",136.010225,-24.78032444
"NTASSD0010",136.021357,-24.792826
"NTASSD0010",136.021774,-24.79259
"NTASSD0010",136.020734,-24.791076
"NTASSD0010",136.020317,-24.791295
"NTASSD0011",135.1151139,-25.48054722
"NTASSD0011",135.1161028,-25.48055556
"NTASSD0011",135.1161083,-25.47965
"NTASSD0011",135.1151111,-25.47964722
"NTASSD0012",135.1157111,-25.50321667
"NTASSD0012",135.1167056,-25.50321667
"NTASSD0012",135.1167028,-25.50231111
"NTASSD0012",135.1157111,-25.50231389
"NTASSD0013",135.1395056,-25.52404722
"NTASSD0013",135.1405028,-25.52404722
"NTASSD0013",135.1405028,-25.52314444
"NTASSD0013",135.1395056,-25.52314444
"NTASSD0014",135.3707,-25.13786944
"NTASSD0014",135.3716917,-25.13786667
"NTASSD0014",135.3716917,-25.13696667
"NTASSD0014",135.3707,-25.13696389
"NTASSD0015",135.6167917,-25.12393333
"NTASSD0015",135.6177833,-25.12393333
"NTASSD0015",135.6177861,-25.12302778
"NTASSD0015",135.6167917,-25.12303333
"NTASSD0016",135.5079972,-25.11011389
"NTASSD0016",135.5089833,-25.11011111
"NTASSD0016",135.5089806,-25.10921111
"NTASSD0016",135.5079889,-25.10921111
"NTASSD0017",135.2584222,-25.47658889
"NTASSD0017",135.2594167,-25.47659167
"NTASSD0017",135.2594139,-25.47569167
"NTASSD0017",135.2584194,-25.47569167
"NTASSD0018",135.5226389,-25.12793333
"NTASSD0018",135.5236278,-25.12793056
"NTASSD0018",135.5236333,-25.12702778
"NTASSD0018",135.5226417,-25.12703333
"NTASSD0019",135.6407917,-25.09440833
"NTASSD0019",135.6417778,-25.09440833
"NTASSD0019",135.6417778,-25.09350833
"NTASSD0019",135.6407889,-25.09350556
"NTASTU0001",133.4119194,-15.87685833
"NTASTU0001",133.41285,-15.87685278
"NTASTU0001",133.4128472,-15.87595278
"NTASTU0001",133.4119167,-15.87595556
"NTASTU0002",133.3782333,-15.76783889
"NTASTU0002",133.3791667,-15.76785
"NTASTU0002",133.3791611,-15.76694444
"NTASTU0002",133.3782361,-15.76694167
"NTASTU0003",133.3275222,-15.70665
"NTASTU0003",133.3284639,-15.70664722
"NTASTU0003",133.3284667,-15.70575556
"NTASTU0003",133.3275361,-15.70575556
"NTASTU0004",132.9914028,-14.86383889
"NTASTU0004",132.99232,-14.863842
"NTASTU0004",132.992324,-14.862953
"NTASTU0004",132.9913944,-14.86294444
"NTASTU0005",133.0477889,-14.90864444
"NTASTU0005",133.048705,-14.908667
"NTASTU0005",133.0487167,-14.90775833
"NTASTU0005",133.0477889,-14.90775
"NTATAN0001",134.2054273,-20.6995098
"NTATAN0001",134.206388,-20.699514
"NTATAN0001",134.206392,-20.698611
"NTATAN0001",134.2054256,-20.6986159
"NTATAN0002",134.2003669,-20.7228814
"NTATAN0002",134.2013183,-20.7228733
"NTATAN0002",134.2013207,-20.7219841
"NTATAN0002",134.2003651,-20.7219824
"NTATAN0003",133.8713681,-20.9215447
"NTATAN0003",133.8723196,-20.9215463
"NTATAN0003",133.8723189,-20.9206576
"NTATAN0003",133.8713607,-20.9206527
"NTATAN0004",133.886123,-20.9217778
"NTATAN0004",133.887086,-20.9217719
"NTATAN0004",133.887079,-20.9208805
"NTATAN0004",133.8861263,-20.9208817
"NTTDAB0001",131.6739972,-13.962875
"NTTDAB0001",131.674925,-13.962875
"NTTDAB0001",131.6749306,-13.961975
"NTTDAB0001",131.6739889,-13.96196111
"NTTDAC0001",130.7956871,-13.13983269
"NTTDAC0001",130.7967066,-13.13984303
"NTTDAC0001",130.7966008,-13.13893753
"NTTDAC0001",130.7956886,-13.13893292
"NTTDMR0001",133.6845444,-18.08004167
"NTTDMR0001",133.6854944,-18.08003611
"NTTDMR0001",133.6854972,-18.07913611
"NTTDMR0001",133.68455,-18.07913611
"NTTDMR0002",133.6350222,-18.07249722
"NTTDMR0002",133.6359694,-18.07249722
"NTTDMR0002",133.6359667,-18.0716
"NTTDMR0002",133.6350278,-18.07159444
"NTTDMR0003",133.6668361,-18.07195556
"NTTDMR0003",133.6677778,-18.07204722
"NTTDMR0003",133.6677833,-18.07113889
"NTTDMR0003",133.6668361,-18.07115
"NTTMGD0001",133.4238944,-17.28296944
"NTTMGD0001",133.4248361,-17.28296667
"NTTMGD0001",133.4248278,-17.282075
"NTTMGD0001",133.4238917,-17.28206111
"NTTPCK0001",131.1269944,-12.87196111
"NTTPCK0001",131.1279056,-12.87197222
"NTTPCK0001",131.1279111,-12.87107222
"NTTPCK0001",131.1269889,-12.87106667
"NTTSTU0001",133.2711583,-16.63024167
"NTTSTU0001",133.2720972,-16.63023056
"NTTSTU0001",133.2720944,-16.62934167
"NTTSTU0001",133.2711611,-16.62933611
"QDABBN0001",148.1582481,-23.85900806
"QDABBN0001",148.15923,-23.85900111
"QDABBN0001",148.1592219,-23.85809806
"QDABBN0001",148.15824,-23.858105
"QDABBN0002",148.1493889,-23.86987889
"QDABBN0002",148.1503711,-23.86987194
"QDABBN0002",148.1503631,-23.86896889
"QDABBN0002",148.1493811,-23.86897611
"QDABBS0001",147.7693819,-24.800125
"QDABBS0001",147.7703711,-24.80012
"QDABBS0001",147.7703661,-24.79921694
"QDABBS0001",147.7693761,-24.79922194
"QDABBS0002",147.6419719,-24.83239806
"QDABBS0002",147.6429619,-24.83239389
"QDABBS0002",147.6429569,-24.83149111
"QDABBS0002",147.6419669,-24.831495
"QDABBS0003",147.741085,-24.82158389
"QDABBS0003",147.7420739,-24.82157889
"QDABBS0003",147.7420689,-24.82067611
"QDABBS0003",147.74108,-24.82068111
"QDABBS0004",147.7596269,-24.78414389
"QDABBS0004",147.7606161,-24.78413889
"QDABBS0004",147.7606111,-24.78323611
"QDABBS0004",147.7596219,-24.78324111
"QDABBS0005",147.766605,-24.76852111
"QDABBS0005",147.7675939,-24.76851611
"QDABBS0005",147.7675889,-24.76761306
"QDABBS0005",147.7665989,-24.76761806
"QDABBS0006",151.2334111,-27.15261
"QDABBS0006",151.23442,-27.15262306
"QDABBS0006",151.2344339,-27.15172
"QDABBS0006",151.233425,-27.15170806
"QDABBS0007",151.24217,-27.32918111
"QDABBS0007",151.24318,-27.32919389
"QDABBS0007",151.243195,-27.32829111
"QDABBS0007",151.2421839,-27.32827889
"QDABBS0008",151.2493439,-27.33087111
"QDABBS0008",151.2503539,-27.33088389
"QDABBS0008",151.2503689,-27.32998111
"QDABBS0008",151.2493581,-27.32996889
"QDABBS0009",151.6128,-27.38565306
"QDABBS0009",151.6138111,-27.38566306
"QDABBS0009",151.6138219,-27.38476111
"QDABBS0009",151.6128111,-27.38475
"QDABBS0010",151.5223441,-27.65795674
"QDABBS0010",151.5233638,-27.65795733
"QDABBS0010",151.5233573,-27.6570565
"QDABBS0010",151.5223516,-27.65705907
"QDACHC0001",143.2572944,-24.1046
"QDACHC0001",143.2582806,-24.10459722
"QDACHC0001",143.2582806,-24.10369722
"QDACHC0001",143.2572972,-24.10369444
"QDACHC0002",143.1691611,-24.12595556
"QDACHC0002",143.1701417,-24.12595556
"QDACHC0002",143.1701444,-24.12505556
"QDACHC0002",143.1691639,-24.12505556
"QDACHC0003",143.1648944,-24.11637778
"QDACHC0003",143.1658833,-24.11637222
"QDACHC0003",143.1658861,-24.11545556
"QDACHC0003",143.1648944,-24.11545278
"QDACHC0004",141.0918611,-23.71877222
"QDACHC0004",141.0928333,-23.718775
"QDACHC0004",141.0928361,-23.71787222
"QDACHC0004",141.0918528,-23.717875
"QDACHC0005",141.0723056,-23.721675
"QDACHC0005",141.0732861,-23.72167778
"QDACHC0005",141.0732833,-23.72077222
"QDACHC0005",141.0723028,-23.72076944
"QDACHC0006",141.1334972,-23.76945278
"QDACHC0006",141.1344972,-23.76946667
"QDACHC0006",141.1344778,-23.76854722
"QDACHC0006",141.1335056,-23.76854722
"QDACHC0007",141.0290944,-23.83569167
"QDACHC0007",141.030075,-23.83569722
"QDACHC0007",141.030075,-23.83478889
"QDACHC0007",141.0290889,-23.83479167
"QDACYP0001",145.2528389,-15.27823333
"QDACYP0001",145.2537667,-15.27823611
"QDACYP0001",145.2537611,-15.27733333
"QDACYP0001",145.2528333,-15.277325
"QDACYP0002",145.1915056,-15.28453889
"QDACYP0002",145.1924361,-15.28454444
"QDACYP0002",145.1924333,-15.28363611
"QDACYP0002",145.1915083,-15.28363889
"QDACYP0003",145.2863194,-15.27674167
"QDACYP0003",145.2872444,-15.27674167
"QDACYP0003",145.2872528,-15.27583889
"QDACYP0003",145.2863167,-15.27583611
"QDACYP0004",142.9770583,-14.09283611
"QDACYP0004",142.977978,-14.092833
"QDACYP0004",142.9779833,-14.09193889
"QDACYP0004",142.97705,-14.09193056
"QDACYP0005",142.9762361,-14.142625
"QDACYP0005",142.9771694,-14.14253611
"QDACYP0005",142.9771639,-14.14171667
"QDACYP0005",142.9762444,-14.14171944
"QDACYP0006",142.9325194,-14.22668056
"QDACYP0006",142.9334528,-14.22664444
"QDACYP0006",142.9334611,-14.22574722
"QDACYP0006",142.9325222,-14.22574444
"QDACYP0007",142.9852194,-14.22659444
"QDACYP0007",142.9861528,-14.22667222
"QDACYP0007",142.9861472,-14.22576667
"QDACYP0007",142.9852389,-14.225725
"QDACYP0008",143.0932083,-14.29824722
"QDACYP0008",143.0941333,-14.29825278
"QDACYP0008",143.0941556,-14.29736389
"QDACYP0008",143.0932139,-14.29734722
"QDACYP0009",143.2083194,-14.0673
"QDACYP0009",143.2092556,-14.06730278
"QDACYP0009",143.20925,-14.0664
"QDACYP0009",143.2083306,-14.06640833
"QDACYP0010",142.7727556,-13.09186111
"QDACYP0010",142.7736639,-13.09196944
"QDACYP0010",142.7737444,-13.09106944
"QDACYP0010",142.7728556,-13.09098333
"QDACYP0011",142.7397722,-13.206975
"QDACYP0011",142.7406889,-13.206975
"QDACYP0011",142.7406861,-13.20606667
"QDACYP0011",142.7397667,-13.20607222
"QDACYP0012",142.5913,-13.32027778
"QDACYP0012",142.5922667,-13.32024722
"QDACYP0012",142.5922389,-13.31936389
"QDACYP0012",142.5913139,-13.31933333
"QDACYP0013",142.5686806,-12.20213333
"QDACYP0013",142.5695944,-12.20214167
"QDACYP0013",142.5696028,-12.20124167
"QDACYP0013",142.5686722,-12.20123056
"QDACYP0014",142.5498972,-12.19935
"QDACYP0014",142.5508222,-12.19931389
"QDACYP0014",142.5508139,-12.19844167
"QDACYP0014",142.549798,-12.198523
"QDACYP0015",142.5385111,-12.21936389
"QDACYP0015",142.5394333,-12.21936667
"QDACYP0015",142.539425,-12.21845
"QDACYP0015",142.5385056,-12.21846389
"QDACYP0016",142.4303389,-11.49715833
"QDACYP0016",142.4312556,-11.49715
"QDACYP0016",142.4312417,-11.49625278
"QDACYP0016",142.4303278,-11.49625556
"QDACYP0017",142.4393556,-11.54330556
"QDACYP0017",142.4402806,-11.54331111
"QDACYP0017",142.4402639,-11.54240833
"QDACYP0017",142.4393583,-11.54240556
"QDACYP0018",142.3667556,-11.05363333
"QDACYP0018",142.3676722,-11.05363889
"QDACYP0018",142.3676694,-11.05273889
"QDACYP0018",142.3667611,-11.05275
"QDACYP0019",142.4903167,-10.72754167
"QDACYP0019",142.4912444,-10.72754722
"QDACYP0019",142.4912306,-10.72663889
"QDACYP0019",142.490325,-10.72664722
"QDACYP0020",142.4669889,-10.93616667
"QDACYP0020",142.4678944,-10.93616111
"QDACYP0020",142.467875,-10.93526944
"QDACYP0020",142.4669861,-10.93525
"QDACYP0021",142.459743,-10.937449
"QDACYP0021",142.460589,-10.937509
"QDACYP0021",142.460662,-10.936649
"QDACYP0021",142.459739,-10.936635
"QDACYP0022",142.4382556,-10.78816389
"QDACYP0022",142.4391667,-10.78815833
"QDACYP0022",142.4391639,-10.78725833
"QDACYP0022",142.4382528,-10.78725
"QDACYP0023",142.2310528,-12.33224444
"QDACYP0023",142.2319639,-12.33223611
"QDACYP0023",142.2319694,-12.33133056
"QDACYP0023",142.2310222,-12.33132222
"QDACYP0024",142.2042722,-12.368075
"QDACYP0024",142.2052528,-12.368075
"QDACYP0024",142.2051972,-12.36719167
"QDACYP0024",142.2042806,-12.36719167
"QDADEU0001",146.1290211,-20.54621706
"QDADEU0001",146.1299739,-20.5462237
"QDADEU0001",146.1299738,-20.54532132
"QDADEU0001",146.1290162,-20.5453251
"QDADEU0002",146.12715,-20.54572186
"QDADEU0002",146.1280994,-20.54572889
"QDADEU0002",146.1281017,-20.54483091
"QDADEU0002",146.127142,-20.54483085
"QDADEU0003",146.1357723,-20.53181611
"QDADEU0003",146.1367469,-20.53179548
"QDADEU0003",146.1367408,-20.53089014
"QDADEU0003",146.1357812,-20.5308989
"QDADEU0004",146.136112,-20.535741
"QDADEU0004",146.1370634,-20.53574047
"QDADEU0004",146.137076,-20.534842
"QDADEU0004",146.1361318,-20.5348121
"QDADEU0005",146.1355686,-20.54873579
"QDADEU0005",146.1365242,-20.54873373
"QDADEU0005",146.1365215,-20.54783471
"QDADEU0005",146.1355614,-20.54783868
"QDADEU0006",146.13703,-20.549822
"QDADEU0006",146.137989,-20.549827
"QDADEU0006",146.137994,-20.548923
"QDADEU0006",146.137035,-20.548919
"QDAEIU0001",144.2100194,-19.53871389
"QDAEIU0001",144.2109722,-19.53871389
"QDAEIU0001",144.2109722,-19.53781111
"QDAEIU0001",144.2100167,-19.53781111
"QDAEIU0002",144.22415,-19.5525
"QDAEIU0002",144.2251056,-19.55248333
"QDAEIU0002",144.2250972,-19.5516
"QDAEIU0002",144.22415,-19.55159722
"QDAEIU0003",144.1695861,-19.40990833
"QDAEIU0003",144.1705361,-19.40991111
"QDAEIU0003",144.1705389,-19.40901111
"QDAEIU0003",144.1695861,-19.40901111
"QDAEIU0004",144.1614722,-19.44658056
"QDAEIU0004",144.1624167,-19.44658333
"QDAEIU0004",144.1624194,-19.44568333
"QDAEIU0004",144.1614639,-19.44567778
"QDAEIU0005",143.8993972,-18.45493889
"QDAEIU0005",143.9003417,-18.45494167
"QDAEIU0005",143.9003389,-18.45403611
"QDAEIU0005",143.8993944,-18.45404167
"QDAEIU0006",143.8916972,-18.46784722
"QDAEIU0006",143.8926389,-18.46786667
"QDAEIU0006",143.8926389,-18.466975
"QDAEIU0006",143.8917028,-18.46696667
"QDAEIU0007",143.8907528,-18.46784167
"QDAEIU0007",143.8917083,-18.46785556
"QDAEIU0007",143.8916889,-18.46698611
"QDAEIU0007",143.8907528,-18.46695833
"QDAEIU0008",146.1891868,-19.88786634
"QDAEIU0008",146.1901424,-19.88786197
"QDAEIU0008",146.190139,-19.88696681
"QDAEIU0008",146.189187,-19.8869688
"QDAEIU0009",146.1872187,-19.88785772
"QDAEIU0009",146.1881704,-19.88785676
"QDAEIU0009",146.1881733,-19.88696005
