"","site_location_name","pit_marker_easting","pit_marker_northing","pit_marker_mga_zones","latitude","longitude"
"428","SASMDD0003",461728,6238369,54,-33.9945305555556,140.585636111111
"432","SASMDD0018",460860,6237425,54,-34.0030722222222,140.576116666667
"433","SASRIV0002",479773,6233063,54,-34.0428277777778,140.780633333333
"434","WAACOO0019",239431.3,6544220.3,51,-31.2071083333333,120.265136111111
"435","WAACOO0011",246876,6539331,51,-31.252836247,120.341938607
"436","SASMDD0009",471811,6231111,54,-34.060282,140.69458
"438","WAAPIL0031",732047,7438512,50,-23.1460472222222,119.265341666667
"439","NSTNSS0001",241272,6335997,56,-33.0839138888889,150.228138888889
"440","NSTSYB0002",279697,6280356,56,-33.5947055555556,150.625916666667
"441","NTAFIN0019",290598,7304561,53,-24.3581777777778,132.935747222222
"442","NSAMDD0030",249118,6532159,55,-31.3179277777778,144.363766666667
"443","NTAGFU0017",729308,8079895,53,-17.3548972222222,137.157961111111
"444","NTAGFU0021",600522,8151690,53,-16.7154027777778,135.942922222222
"445","SAASTP0004",545222,7114476,53,-26.0881422222222,135.452201944444
"446","QDACYP0018",649289.819,8777845.128,54,-11.0536333333333,142.366755555556
"447","SAASTP0010",558034,7083574,53,-26.3666833333333,135.581711111111
"448","VCAAUA0008",522479,5915851,55,-36.9030583333333,147.252316666667
"449","QDACYP0017",656959.31,8723653.617,54,-11.5433055555556,142.439355555556
"450","SAASTP0013",530612,7060698,53,-26.5741027777778,135.307391666667
"452","NTAFIN0007",340841,7351404,53,-23.9411861111111,133.436038888889
"454","SAAEYB0025",533990.5,6164466.7,53,-34.6620865346686,135.37095427325
"456","VCAAUA0007",522769,5915321,55,-36.9078611111111,147.255583333333
"457","QDACYP0011",688530.03,8539316.654,54,-13.206975,142.739772222222
"458","VCAAUA0009",526952,5916850,55,-36.8940083333333,147.302516666667
"459","NSACOP0001",363047,6393116,55,-32.5910611111111,145.540680555556
"460","WAACEK0001",222271,8178330,52,-16.4615166666667,126.397922222222
"461","SATFLB0027",288400,6115266,54,-35.0830805555556,138.679005555556
"463","WAACOO0018",244426.5,6545609.4,51,-31.195625,120.317888888889
"464","NSACOP0002",374759,6391757,55,-32.6045194444444,145.665288888889
"465","SATKAN0002",289995.98,6094333.15,54,-35.2721111111111,138.690175
"467","SAAFLB0007",244506.9,6476042.2,54,-31.8236888888889,138.299702777778
"468","VCAAUA0011",514598,5892830,55,-37.1107194444444,147.164316666667
"469","SAAEYB0027",535918.1,6162374.7,53,-34.6799485006395,135.391065811798
"470","QDACYP0015",667359.196,8648710.466,54,-12.2193638888889,142.538511111111
"471","SAABHC0002",452987,6461297,54,-31.9833694444444,140.502377777778
"473","QDACYP0008",725798.038,8418267.232,54,-14.2982472222222,143.093208333333
"474","QDACYP0013",670659.56,8650601.88,54,-12.2021333333333,142.568680555556
"475","QDABBS0007",326091.96,6975872.53,56,-27.3291811111111,151.24217
"476","QDACYP0019",662975.688,8813748.291,54,-10.7275416666667,142.490316666667
"477","QDASEQ0003",487864.9,6970150.4,56,-27.391123,152.876739
"478","QDABBS0004",576900,7258846.2,55,-24.7841438888889,147.759626944444
"479","VCAAUA0005",526614,5916992,55,-36.8926777777778,147.298661111111
"480","NTABRT0005",357024,7534296,53,-22.2910805555556,133.612075
"483","SATSTP0007",288463,6730643,54,-29.53599751,138.81710684
"484","SATFLB0001",303904.319,6168236.275,54,-34.6090083333333,138.861344444444
"486","WAADAL0001",706653,8073450,51,-17.4152666666667,124.945525
"487","NSANSS0001",626254,6375643,55,-32.7498555555556,148.347694444444
"489","QDASSD0003",235898,7362104,54,-23.8315722222222,138.407416666667
"491","NSABHC0003",541073,6478467,54,-31.8287208333333,141.434033611111
"492","VCAAUA0010",531507,5920959,55,-36.856725,147.353497222222
"494","SATSTP0005",291374,6739501,54,-29.4565972222222,138.848797222222
"495","SATSTP0003",292029,6706381,54,-29.7552833333333,138.849177777778
"498","QDASSD0013",216259,7421191,54,-23.2941888888889,138.226025
"501","QDASSD0008",208610,7347890,54,-23.9541527777778,138.136986111111
"503","NSAMUL0003",311075,6769850,55,-29.1858916666667,145.057058333333
"504","WAAVIB0001",432240,8277677,52,-15.5786611111111,128.367061111111
"506","QDASSD0007",204412,7356075,54,-23.8804888888889,138.096425
"508","VCAAUA0002",525036,5914577,55,-36.9145111111111,147.281038888889
"510","SATFLB0028",257988,6284346,54,-33.5530833333333,138.393272222222
"511","SATFLB0010",222322.337,6363827.755,54,-32.828511335,138.0326702171
"513","VCAAUA0001",525635,5915192,55,-36.9089694444444,147.287730555556
"515","QDASSD0014",210102,7434300,54,-23.1757861111111,138.167288888889
"518","SATFLB0008",213270.675,6419912.188,54,-32.320958599,137.954389863
"520","NSACHC0002",614644,6757458,54,-29.3067333333333,142.180561111111
"521","NSABBS0004",715724.694,6627992.718,55,-30.4609638888889,149.246894444444
"522","NSABHC0029",563868.012,6563319.948,54,-31.0621666666667,141.669402777778
"523","NSABBS0006",717572.23,6622479.512,55,-30.5102722222222,149.267288888889
"525","SATSTP0008",294396,6747171,54,-29.38785704,138.88137852
"526","QDABBS0008",326907.319,6975799.215,55,-27.3308711111111,151.249343888889
"527","QDACYP0010",692195.697,8552025.726,54,-13.0918611111111,142.772755555556
"528","QDABBS0009",362829.213,6970081.048,56,-27.3856530555556,151.6128
"529","NSAMUL0004",312008.038,6771630.426,55,-29.1699861111111,145.066908333333
"530","NSANSS0002",623902.84,6366197.526,55,-32.8352299647222,148.323979966389
"532","SAABHC0004",455317,6457361,54,-32.0189972222222,140.526855555556
"534","QDACYP0002",305810.405,8309497.403,55,-15.2845388888889,145.191505555556
"536","SATSTP0002",360818.185,6607579.13,54,-30.6563277777778,139.547355555556
"538","QDACYP0024",630923.428,8632444.102,54,-12.368075,142.204272222222
"539","SAAFLB0003",285180,6127339,54,-34.97365,138.646998
"542","VCAAUA0013",477963,5859809,55,-37.4082555555556,146.751063888889
"543","NTTDMR0001",360791,8000470,53,-18.0800416666667,133.684544444444
"544","SATFLB0011",231785.49,6372969.907,54,-32.748419987,138.1362667681
"547","WAAGES0002",263733,6954853,50,-27.5095444444444,114.608266666667
"549","VCAAUA0012",513821,5894003,55,-37.1001194444444,147.155558333333
"550","VCAAUA0015",479161,5861955,55,-37.3888472222222,146.764569444444
"551","VCAAUA0014",478319,5860493,55,-37.4020805555556,146.755061111111
"552","SATFLB0024",268327.888,6594395.305,54,-30.760856,138.579558
"554","QDABBS0002",564872.6,7253460.4,55,-24.8323980555556,147.641971944444
"555","QDACYP0012",672352.969,8526893.433,54,-13.3202777777778,142.5913
"556","NSAMDD0031",358485,6393575,55,-32.5862694444444,145.492225
"557","WAAMUR0004",458389.5,7069775.7,50,-26.4917943,116.5814233
"558","SATFLB0014",311546.812,6235391.309,54,-34.00513798,138.95937014
"560","QDAGUP0012",427817,7834639,54,-19.5818527777778,140.311727777778
"561","WAAPIL0022",510081,7613604,50,-21.5814194444444,117.097355555556
"562","QDACYP0005",713321.77,8435601.58,54,-14.1426222222222,142.976261111111
"563","WAAHAM0004",336901,6463529,52,-31.9524472222222,127.274283333333
"564","QDACYP0001",312383.708,8310143.653,55,-15.2782333333333,145.252838888889
"565","NSAMDD0032",352052,6376078,55,-32.7432472222222,145.420908333333
"566","SATFLB0020",329542,6651557,54,-30.2556777777778,139.227233333333
"568","QDACYP0003",315990.426,8310334.698,55,-15.2767416666667,145.286319444444
"569","SATFLB0018",338818.45,6655750.128,54,-30.2190444444444,139.324130555556
"571","QDABBN0001",618041.6,7360907.1,55,-23.8590080555556,148.158248055556
"572","QDAGUP0013",412143,7866003,54,-19.297825,140.16375
"574","NTASTU0002",326265,8256078,53,-15.7678388888889,133.378233333333
"576","NTAFIN0005",334849,7323057,53,-24.1965,133.373936111111
"578","NSACHC0001",622648,6742013,54,-29.4453861111111,142.264755555556
"579","SATFLB0002",308514.33,6160110.937,54,-34.6830972222222,138.9086
"581","SAAFLB0031",785099,6680697,53,-29.971575,137.954566666667
"584","SATSTP0001",350035,6618036,54,-30.5616638888889,139.436313888889
"586","QDACYP0006",708524.623,8426335.521,54,-14.2266805555556,142.932519444444
"587","VCAAUA0003",528529,5920370,55,-36.8621694444444,147.320052777778
"588","SAAFLB0008",249348.698,6474564.298,54,-31.8377861111111,138.351191666667
"589","WAAYAL0008",502924.5,6738683.2,50,-29.4822659,117.0301964
"590","NSACHC0003",587042,6768064,54,-29.2130861111111,141.895477777778
"591","QDACYP0023",633856.51,8636392.56,54,-12.3322444444444,142.231052777778
"592","WAGCOO0004",289370.692,6627613.118,51,-30.4652583333333,120.806083333333
"593","NTAARP0005",281321.6,8592209.8,53,-12.727229,132.98496
"595","SATFLB0022",329596,6634891,54,-30.4060055555556,139.226058333333
"597","NSABHC0028",568439.136,6562872.448,54,-31.0659777777778,141.717325
"598","QDABBS0003",574995.6,7254704,55,-24.8215838888889,147.741085
"599","QDACYP0009",738463.063,8443710.573,54,-14.0673,143.208319444444
"600","NSAMUL0001",306533,6763092,55,-29.2461944444444,145.009269444444
"601","NSAMUL0002",309697.484,6767139.289,55,-29.21015,145.042447222222
"602","NSACHC0004",584151,6784375,54,-29.06618333,141.8645194
"603","QDACYP0007",714211.51,8426397.83,54,-14.2265944444444,142.985219444444
"604","NTAFIN0016",328028,7291088,53,-24.4843638888889,133.302966666667
"606","QDACYP0021",659517.665,8790658.739,54,-10.937449,142.459743
"607","QDABBS0006",324945.3,6995431.7,56,-27.15261,151.233411111111
"608","SATFLB0015",292393.843,6131980.958,54,-34.93342691,138.72695366
"611","NSABHC0012",570693,6561344,54,-31.0795666666667,141.741110277778
"612","WAASWA0001",396811,6420874,50,-32.3442472222222,115.902391666667
"613","WAACOO0030",241609,6454941,52,-32.0121722222222,126.263391666667
"614","WAADAL0005",503344.963,8066797.473,51,-17.4848908014956,123.031530253269
"615","WAANOK0002",200172,8314453.2,52,-15.2295384,126.2081139
"616","NSABBS0002",689781,6537804,55,-31.2794527777778,148.992461111111
"617","WAAMAL0001",243246,6449433,52,-32.0631416666667,126.279308333333
"619","SATFLB0026",297783,6137264,54,-34.8877555555556,138.78705
"620","QDACYP0004",713556.027,8441103.306,54,-14.0928361111111,142.977058333333
"621","SATFLB0025",273588,6591828,54,-30.7850138888889,138.632936111111
"623","SAABHC0001",449435,6467985,54,-31.9228805555556,140.465169444444
"625","SATFLB0007",271643.291,6507602.069,54,-31.5438831689,138.5945790071
"627","WAAGAS0001",250622,7409076,51,-23.4091333333333,120.559705555556
"629","SATKAN0003",282577,6073206,54,-35.4609416666667,138.604038888889
"631","SATEYB0001",289135,6179532,54,-34.5043055555556,138.703188888889
"632","NTAMGD0001",743436,7784261,53,-20.0230222222222,137.327141666667
"634","QDASSD0015",212761,7432990,54,-23.188075,138.193094444444
"636","SAASTP0023",459268,6879577,53,-28.20895,134.584947222222
"637","WAAJAF0001",514354,6169294,50,-34.6191722222222,117.155436111111
"638","SAAKAN0008",730251.6,6023638.9,53,-35.904381,137.551283
"640","SAAGAW0007",550526.78,6620440.92,53,-30.5473675778894,135.526835008113
"642","WAAPIL0002",506978,7612408,50,-21.5912222222222,117.066358333333
"645","SATFLB0006",289225.344,6593186.429,54,-30.7756535799,138.7975706812
"648","NTAMAC0002",337548,7349097,53,-23.9616444444444,133.403508333333
"649","WAANOK0001",200765.9,8315049.8,52,-15.2243456777205,126.214664839634
"650","QDASEQ0004",487774.3,6970266.4,56,-27.390056,152.875777
"652","WAAGES0003",272331,6944481,50,-27.6053944444444,114.692158333333
"653","NTABRT0002",319763.8,7534824.8,53,-22.2836694444444,133.250630555556
"655","NTAPCK0004",267602.9,8603625.3,53,-12.6238344960457,132.860715379604
"657","WAADAL0002",463039.116,8021701.962,51,-17.8930594,122.6500285
"658","SAASTP0028",484681,6934849,53,-27.7105611111111,134.844616666667
"659","WAANOK0008",229860.013,8364225.381,52,-14.7823306,126.4903962
"660","WAAYAL0002",729519.7,7094363.4,49,-26.2520621508029,113.298021246241
"661","QDABBS0010",354244.7,6939925.2,56,-27.6579567354229,151.522344050851
"662","WAANOK0005",235263.2,8362694.4,52,-14.796853,126.540517
"663","NSABBS0005",718823.328,6623746.665,55,-30.4987833333333,149.279986111111
"664","WAAMUR0007",465049.3,7035736.7,50,-26.7993437125397,116.648383773263
"665","WAAYAL0007",495386.2,6735952,50,-29.506912846362,116.952379968716
"666","TCATCH0001",476693.6,5376669.3,55,-41.761479,146.719595
"667","NTABRT0007",359803.7,7534720.4,53,-22.2883483,133.6380666
"668","QDASEQ0002",364247.1,7023752.7,56,-26.9026219444444,151.632718888889
"669","NTABRT0008",339717.7,7577066.1,53,-21.9042505,133.448367
"670","NTAGFU0009",709035,7920028,53,-18.800975,136.983425
"671","NTABRT0006",357247.3,7534518.9,53,-22.2890805555556,133.613255555556
"673","TCATCH0002",473696.5,5358518,55,-41.9248706161916,146.682830149199
"674","QDADEU0001",409199.8,7727833.1,55,-20.5462170581868,146.129021077344
"676","NTAPCK0006",268176.2,8600741.1,53,-12.6499321457404,132.865601076437
"677","WAAAVW0007",496855.6,6717653.9,50,-29.6720517,116.9664337
"678","WAANOK0006",207731.3,8357325.7,52,-14.84238,126.28239
"679","TCATCH0004",486500.7,5351607.9,55,-41.9883908433958,146.835712574777
"680","WAANOK0003",207304.5,8356801.7,52,-14.8470567,126.2793561
"681","WAAMUR0003",463909.1,7027657.5,50,-26.8731969,116.6355751
"682","WAASWA0003",397752,6421750,50,-32.3373194444444,115.913566666667
"683","TCATCH0007",455100.1,5363142,55,-41.8833038363591,146.457591793785
"684","NTATAN0004",384163.6,7686101.5,53,-20.9217778,133.886123
"685","NTATAN0001",417257.9,7710895.4,53,-20.6995098,134.2054273
"686","NSANAN0001",226116.015,6646345.842,56,-30.2837416666667,150.152725
"687","NTAGFU0022",602697,8149952,53,-16.7310138888889,135.963408333333
"688","WAANOK0004",230143.2,8364178.1,52,-14.783264094,126.493138724
"689","SAAEYB0022",594274.8,6255638.5,53,-33.8352958348223,136.018886214555
"690","SASMDD0008",477880,6232922.6,54,-34.0441527777778,140.76035
"693","QDACYP0014",668613.647,8650912.62,54,-12.19935,142.549897222222
"694","SAASTP0017",661474,6919464,53,-27.8397833333333,136.639730555556
"695","WAAYAL0001",715838.8,7106431.2,49,-26.1462453631566,113.159072818851
"696","NSABBS0003",713809.693,6628728.976,55,-30.4546472222222,149.226827777778
"697","SAAEYB0010",675402.9,6098047.5,53,-35.246255,136.926715
"698","SAAEYB0012",677369.6,6106076.3,53,-35.1725933091166,136.946590517549
"699","WAAAVW0006",496858.2,6725141.5,50,-29.6035453984477,116.9675461692
"700","NSABBS0001",688147,6537651,55,-31.281189,148.976552
"701","WAAMUR0005",461009.3,7061279.9,50,-26.5686423,116.6085684
"702","TCATNM0004",540278.06,5367352.45,55,-41.8456347956553,147.483909252638
"703","TCATCH0008",465764.9,5366013.4,55,-41.8570515353586,146.587633197976
"704","TCATNM0003",535834.76,5346046.909,55,-42.0368028126304,147.433013848709
"705","WAAYAL0004",729949.6,7094075.9,49,-26.2546195063196,113.3012957223
"706","WAACAR0001",237321.9,7076424.6,50,-26.4081439438969,114.366712441
"707","TCATCH0012",507191.8,5339937,55,-42.0925648019984,147.085724332715
"708","SAAEYB0026",535969.9,6163450.2,53,-34.6702565665773,135.392463514687
"709","SAAEYB0028",535603.3,6161528.7,53,-34.688537987332,135.387597043682
"710","TCATCH0005",472264.5,5352840.6,55,-41.9768076457322,146.663981425394
"711","NTAFIN0010",334702,7330057,53,-24.1332916666667,133.373297222222
"715","NTAFIN0001",344307,7331160,53,-24.1243027777778,133.467922222222
"717","WAAMUR0006",471905.2,7047314.7,50,-26.6949439,116.7166219
"718","SAAMDD0008",362740,6198944,54,-34.3417311111111,139.507722222222
"720","SAAEYB0021",604477.9,6255137.1,53,-33.8388221207133,136.129233067226
"721","SAASTP0002",501557,7093904,53,-26.2746083333333,135.015597222222
"722","QDAGUP0029",729986,8136097,54,-16.8471638888889,143.158461111111
"723","WAADAL0004",463543,8021879.4,51,-17.8915288930075,122.655865779901
"725","NTAFIN0008",338741,7352551,53,-23.930625,133.415494444444
"727","WAACAR0003",210813.6,7063996.4,50,-26.5150794065721,114.098356445687
"729","NTAMAC0001",334386,7348591,53,-23.9659083333333,133.3723
"731","NTAFIN0002",340741,7343843,53,-24.0094222222222,133.434311111111
"733","SAAMDD0007",362035.4,6196654.2,54,-34.3623461111111,139.499723611111
"735","TCATCH0003",473277.2,5354491.5,55,-41.9620443003241,146.677560695713
"736","TCABEL0001",545449.7,5344249.8,55,-41.5471406810866,147.66851653021
"737","TCATCH0009",468065.4,5362816.8,55,-41.8859211273348,146.615100467001
"738","SAAFLB0005",229427.047,6342110.114,54,-33.0267694444444,138.103255555556
"739","WAAMUR0008",483144.2,7041716.5,50,-26.7456814,116.8295422
"740","TCATNM0005",550622.86,5372594.81,55,-41.7968974901796,147.607968395943
"741","SAAEYB0004",689308,6107939.8,53,-35.1536276675088,137.078354169249
"742","TCABEL0003",555876.5,5401731.8,55,-41.5341425,147.6698156
"743","SAAGAW0005",537417,6592231,53,-30.8032510114135,135.390123508285
"744","QDABBS0001",577763,7256962.9,55,-24.800125,147.769381944444
"745","SAABHC0005",460664.5,6462452.3,54,-31.9732123531821,140.583642862064
"746","SAAKAN0005",670121,6035408,53,-35.810624,136.88294
"748","SAAEYB0023",606291.8,6258204.6,53,-33.8109867050971,136.147319838707
"749","SAABHC0003",457145,6465836,54,-31.9426555555556,140.546602777778
"751","TCATCH0011",474326.1,5366698.2,55,-41.852076869417,146.689365493025
"752","SAABHC0006",469760.6,6470086,54,-31.9046965345642,140.680164670566
"753","SAAGAW0008",551579.2,6605772.2,53,-30.6796833723201,135.538546009711
"754","SAAMDD0009",360755.9,6197112.8,54,-34.3579019444444,139.485928611111
"756","WAACAR0004",222604.5,7080661.2,50,-26.3680647,114.2202138
"757","NTATAN0003",382627.7,7686122,53,-20.9215447,133.8713681
"758","NTABRT0003",321746.1,7534859.5,53,-22.2835805555556,133.269858333333
"760","TCABEL0002",555381.3,5400976.3,55,-41.5408580528683,147.663959801777
"761","TCATCH0010",473718.05,5373328.88,55,-41.791483,146.682467
"762","TCATNM0006",545449.67,5344249.82,55,-42.0524099125732,147.549261768962
"763","QDABBS0005",577602.2,7260459.8,55,-24.7685211111111,147.766605
"764","WAAYAL0006",499997.7,6742611.6,50,-29.4468232,116.9988937
"765","WAAYAL0003",731637,7092983.5,49,-26.2641743,113.3194282
"766","NTABRT0004",357460.7,7534429.8,53,-22.2898083333333,133.616422222222
"768","SAAEYB0002",718463.7,6113131.3,53,-35.1010595017196,137.395733562074
"769","SAAEYB0008",702019.1,6119354.1,53,-35.0493487203366,137.213925289641
"770","WAAYAL0005",730569.9,7079055.6,49,-26.38997799,113.3111487
"771","SAASTP0006",587199,7086352,53,-26.340247,135.873785
"772","WAADAL0003",460793.1,8022862.4,51,-17.88259,122.62896
"773","NTADMR0002",416409.2,7835345.7,53,-19.5750838,134.2030725
"774","NTATAN0002",416735.6,7708304.7,53,-20.7228814,134.2003669
"775","SAAEYB0006",691062.8,6110209.2,53,-35.132789,137.095945
"776","NTADMR0001",454671.8,7860049.4,53,-19.3530953,134.5673747
"778","SAASTP0007",581478,7084738,53,-26.3550416666667,135.816591666667
"779","TCATNM0002",534482.13,5344371.81,55,-42.0520786960724,147.416814352398
"781","WAAGES0001",255946,6953104,50,-27.5238166666667,114.528980555556
"782","TCATNM0001",526214.1,5375250.97,55,-41.7741562,147.3154927
"783","SAAEYB0005",683950.9,6112608.3,53,-35.113453,137.017442
"784","SAAEYB0009",668131.9,6097071.3,53,-35.2553630961802,136.848181144853
"785","SAASTP0008",578690,7083222,53,-26.3688777777778,135.788761111111
"786","SAAEYB0011",686543.6,6107736.9,53,-35.156909,137.046928
"787","SAAEYB0013",691018.9,6103903.3,53,-35.1897168287742,137.096902886899
"788","NSANAN0002",226050,6646491,56,-30.2822805555556,150.152063888889
"789","SAASTP0011",545613,7071019,53,-26.4805,135.457647222222
"790","SAAKAN0003",711052.3,6041999.4,53,-35.7440833333333,137.334044444444
"792","SAASTP0012",543177,7055270,53,-26.6227944444444,135.433727777778
"793","SAASTP0014",662390,6917083,53,-27.86115,136.649369444444
"794","QDAEIU0008",415112.5,7800723.3,55,-19.8878663419573,146.189186817774
"795","SAASTP0026",489381,6926180,53,-27.788875,134.892207777778
"796","SAASTP0018",639884,6853951,53,-28.4334277777778,136.428380555556
"797","QDAEIU0006",805517,7955701,54,-18.4678472222222,143.891697222222
"798","SAASTP0021",650166,6857256,53,-28.4024694444444,136.532908333333
"799","SASMDD0006",474803,6240830,54,-33.9727416666667,140.727261111111
"805","NSABHC0009",566520,6561297,54,-31.0802347222222,141.697368611111
"806","NSABHC0010",566803,6561685,54,-31.0767180555556,141.700309722222
"807","SASMDD0013",475527,6231531,54,-34.0567027777778,140.734869444444
"808","NSABHC0011",564717,6567395,54,-31.0253161111111,141.6780775
"809","SAASTP0030",323298,6758482,54,-29.290199,139.179877
"810","SAASTP0032",323452,6758572,54,-29.2894861111111,139.182461111111
"811","WAALSD0002",271933,7226828,51,-25.0572027777778,120.7392
"812","WAAMUR0002",300369,6885379,51,-28.143125,120.966122222222
"813","SASRIV0001",477469.5,6233623.6,54,-34.0378277777778,140.755972222222
"815","WAAMUR0030",271670.667,6969053.844,51,-27.382775,120.691152777778
"818","WAAMUR0031",268264.653,6962791.354,51,-27.4386166666667,120.655516666667
"819","WAAPIL0004",517604,7634132,50,-21.3949305555556,117.169836111111
"820","WAAPIL0012",635073,7497842,50,-22.6208583333333,118.314302777778
"821","SAASTP0031",322761,6759945,54,-29.276984,139.175572
"822","WAAPIL0023",674709,7537960,50,-22.255,118.695491666667
"824","WAAPIL0018",704821,7528784,50,-22.3355416666667,118.987772222222
"825","WAAPIL0026",770194,7479981,50,-22.7669277777778,119.631438888889
"828","WAAPIL0029",799943,7491071,50,-22.6619361111111,119.917738888889
"829","WAAVIB0002",421961,8262027,52,-15.7198138888889,128.271597222222
"832","SAAKAN0004",678470.3,6045069,53,-35.723154,136.973161
"834","SAASTP0016",660515,6920010,53,-27.8349611111111,136.629922222222
"835","SAASTP0022",454464,6879940,53,-28.2056083333333,134.536
"836","WAAVIB0003",395495,8230123,52,-16.0062611111111,128.023327777778
"837","QDAEIU0009",415018.7,7800782.9,55,-19.887857715793,146.187218701618
"838","WAACEK0002",738667,8113250,51,-17.0525694444444,125.242397222222
"839","SAASTP0027",484598,6931892,53,-27.73725,134.843755555556
"840","WAAMUR0029",270817,6967190,51,-27.3993694444444,120.682205555556
"841","SAAGAW0006",552586.5,6622055.9,53,-30.533632,135.547127
"842","SAASTP0001",499919,7093509,53,-26.2781722222222,134.9992
"843","SAASTP0005",542349,7113626,53,-26.0959083333333,135.423503333333
"844","WAACAR0002",228628.1,7068164.3,50,-26.48102,114.27782
"845","SASMDD0011",473174,6235707,54,-34.0188944444444,140.709527777778
"847","SAASTP0033",537457.6,6641179,53,-30.3605802,135.3898437
"848","WAACOO0002",752087,6522842,50,-31.4016694444444,119.651388888889
"849","SAAEYB0029",680436.7,6317564.1,53,-33.265793866005,136.937198090851
"850","WAAPIL0027",785101,7488079,50,-22.6915666666667,119.773977777778
"852","SAASTP0034",550848.2,6640822.9,53,-30.3633961,135.5281127
"853","WAAAVW0004",494055,6406489,50,-32.4797055555556,116.935613888889
"854","SAAKAN0009",709692.7,6019976.8,53,-35.943027,137.324832
"856","WAAAVW0003",494358,6406420,50,-32.4795055555556,116.9389
"857","SAAKAN0012",770001.7,6024750.4,53,-35.884354,137.989879
"859","WAAGSD0001",340184,7808554,51,-19.8124638888889,121.474191666667
"860","WAACEK0003",744087,8092663,49,-17.2379694444444,125.295561111111
"861","NSABHC0004",589699.9932,6476100.4883,54,-31.8472788888889,141.9480675
"862","SAAKAN0001",714381,6052536,53,-35.6486444444444,137.368027777778
"864","QDAEIU0007",805421,7955702,54,-18.4678416666667,143.890752777778
"865","SAAKAN0002",700759.667,6053352.82,53,-35.643269,137.217397
"867","WAANOK0007",237382.9,8387201.1,52,-14.57553,126.56193
"868","NSABHC0006",573987,6472132,54,-31.8842083333333,141.782308888889
"869","SAAEYB0030",669983.4,6326164.8,53,-33.1909190686092,136.823457430335
"870","QDADEU0002",409109.6,7727877.1,55,-20.5457218615802,146.127150029921
"871","QDASEQ0001",488205.2,6970550.1,56,-27.388974,152.880106
"873","SAAKAN0006",671222,6025515,53,-35.900621287,136.896083468
"874","SAAKAN0007",643161.8,6025071.5,53,-35.908982,136.586576
"876","WAACOO0020",274243,6657632,51,-30.192,120.655138888889
"877","NSABHC0005",588986,6476364,54,-31.8449577777778,141.940497777778
"878","SAAKAN0011",-35.783415,138.061914,54,-35.783373,138.061671
"880","QDAEIU0004",202053,7847300,55,-19.4465805555556,144.161472222222
"881","SAAKAN0010",762561,6029668.1,53,-35.842017,137.906987
"883","QDAGUP0031",729880,8135995,54,-16.8480583333333,143.157519444444
"884","SAASTP0009",570308,7085335,53,-26.3502527777778,135.704627777778
"885","QDAEIU0010",414419.9,7800224.4,55,-19.8933742729914,146.182391024598
"886","SASMDD0005",474668,6240658,54,-33.9743111111111,140.725780555556
"888","SAAEYB0032",672490.4,6324851.4,53,-33.2023505004681,136.849443665604
"889","QDADEU0003",409893.8,7729534.4,55,-20.5318161110281,146.135772348502
"891","QDASSD0002",234092,7362462,54,-23.8277194444444,138.389702777778
"894","QDASSD0004",238294,7378827,54,-23.680125,138.433775
"897","QDASSD0006",204522,7356064,54,-23.8795416666667,138.098419444444
"901","QDASSD0001",242808,7369711,54,-23.7640694444444,138.476516666667
"904","QDASSD0010",194174,7372323,54,-23.731025,138.000386111111
"907","QDASSD0011",216152,7427581,54,-23.2366333333333,138.226080555556
"910","QDASSD0012",219046,7415673,54,-23.3444972222222,138.252244444444
"912","SAAEYB0031",677251.7,6324132.7,53,-33.2081081678862,136.90071180528
"913","SAAEYB0033",679291,6322295.8,53,-33.2233481080784,136.924063302282
